# # alphas_L2,errors_L2,lambdas_L2,errors_L1,lambdas_L1,errors_Huber,lambdas_Huber,huber_params,errors_BO
2.9127924464,0.6592482036,2.6860635281,0.6176101292,1.6574635641,0.5775250452,1.1963444882,1.0046801217,0.5580168729
2.9352500000,0.6574609231,2.6814585495,0.6155449949,1.6546932046,0.5753472735,1.1931922620,1.0042767722,0.5557378647
2.9578807008,0.6556689921,2.6768070984,0.6134747728,1.6519041222,0.5731655264,1.1900239221,1.0038744925,0.5534553001
2.9806858838,0.6538724505,2.6721089649,0.6113995295,1.6490961424,0.5709798889,1.1868392888,1.0034731594,0.5511692823
3.0036668940,0.6520713388,2.6673634148,0.6093193323,1.6462689814,0.5687904468,1.1836384369,1.0030729117,0.5488799153
3.0268250873,0.6502656982,2.6625701857,0.6072342496,1.6434227245,0.5665972867,1.1804211527,1.0026736988,0.5465873043
3.0501618296,0.6484555700,2.6577287203,0.6051443507,1.6405572900,0.5644004963,1.1771874649,1.0022756240,0.5442915553
3.0736784976,0.6466409963,2.6528385925,0.6030497058,1.6376723957,0.5622001639,1.1739372572,1.0018786444,0.5419927752
3.0973764785,0.6448220199,2.6478993401,0.6009503860,1.6347680714,0.5599963787,1.1706704321,1.0014827943,0.5396910718
3.1212571702,0.6429986837,2.6429105073,0.5988464632,1.6318441296,0.5577892309,1.1673869435,1.0010881648,0.5373865539
3.1453219815,0.6411710315,2.6378717566,0.5967380104,1.6289005184,0.5555788113,1.1640867055,1.0006947081,0.5350793310
3.1695723318,0.6393391073,2.6327823830,0.5946251014,1.6259370542,0.5533652117,1.1607696383,1.0003024932,0.5327695135
3.1940096516,0.6375029560,2.6276420325,0.5925078109,1.6229535532,0.5511485244,1.1574356943,0.9999115205,0.5304572127
3.2186353826,0.6356626226,2.6224503183,0.5903862144,1.6199499893,0.5489288428,1.1540847112,0.9995217802,0.5281425405
3.2434509773,0.6338181528,2.6172065520,0.5882603884,1.6169262322,0.5467062609,1.1507167491,0.9991333835,0.5258256098
3.2684578995,0.6319695930,2.6119104320,0.5861304100,1.6138821352,0.5444808734,1.1473316601,0.9987463514,0.5235065339
3.2936576245,0.6301169896,2.6065614796,0.5839963576,1.6108176088,0.5422527759,1.1439292581,0.9983605553,0.5211854272
3.3190516388,0.6282603901,2.6011590195,0.5818583100,1.6077325836,0.5400220645,1.1405096077,0.9979762738,0.5188624046
3.3446414402,0.6263998420,2.5957027435,0.5797163470,1.6046267873,0.5377888361,1.1370725999,0.9975933023,0.5165375818
3.3704285383,0.6245353935,2.5901919174,0.5775705493,1.6015003347,0.5355531884,1.1336180469,0.9972118325,0.5142110748
3.3964144542,0.6226670933,2.5846264100,0.5754209983,1.5983526833,0.5333152195,1.1301459502,0.9968317103,0.5118830007
3.4226007209,0.6207949906,2.5790054640,0.5732677762,1.5951841134,0.5310750283,1.1266562472,0.9964531585,0.5095534769
3.4489888830,0.6189191350,2.5733285319,0.5711109661,1.5919943544,0.5288327144,1.1231488148,0.9960760227,0.5072226214
3.4755804972,0.6170395766,2.5675951385,0.5689506518,1.5887832868,0.5265883779,1.1196235331,0.9957004765,0.5048905528
3.5023771320,0.6151563660,2.5618048215,0.5667869178,1.5855508089,0.5243421194,1.1160803442,0.9953264798,0.5025573902
3.5293803682,0.6132695541,2.5559569907,0.5646198494,1.5822966044,0.5220940403,1.1125191934,0.9949540744,0.5002232531
3.5565917986,0.6113791926,2.5500511742,0.5624495328,1.5790207732,0.5198442423,1.1089399314,0.9945831725,0.4978882615
3.5840130284,0.6094853332,2.5440869391,0.5602760547,1.5757230973,0.5175928279,1.1053423671,0.9942138732,0.4955525360
3.6116456752,0.6075880285,2.5380635250,0.5580995025,1.5724034703,0.5153398998,1.1017266337,0.9938463094,0.4932161973
3.6394913690,0.6056873313,2.5319806170,0.5559199646,1.5690617085,0.5130855615,1.0980925183,0.9934803661,0.4908793666
3.6675517524,0.6037832948,2.5258374023,0.5537375298,1.5656977069,0.5108299168,1.0944398882,0.9931161137,0.4885421656
3.6958284805,0.6018759728,2.5196335268,0.5515522876,1.5623112949,0.5085730699,1.0907687369,0.9927536039,0.4862047161
3.7243232216,0.5999654194,2.5133682823,0.5493643282,1.5589024603,0.5063151255,1.0870788431,0.9923928133,0.4838671402
3.7530376563,0.5980516892,2.5070413804,0.5471737426,1.5554709530,0.5040561887,1.0833701332,0.9920336842,0.4815295603
3.7819734785,0.5961348371,2.5006520081,0.5449806222,1.5520166880,0.5017963651,1.0796426214,0.9916764046,0.4791920990
3.8111323952,0.5942149185,2.4941997686,0.5427850590,1.5485393965,0.4995357604,1.0758960888,0.9913209079,0.4768548790
3.8405161264,0.5922919892,2.4876839637,0.5405871459,1.5450391245,0.4972744809,1.0721304555,0.9909671765,0.4745180235
3.8701264054,0.5903661055,2.4811041641,0.5383869759,1.5415156555,0.4950126330,1.0683456452,0.9906152910,0.4721816553
3.8999649788,0.5884373238,2.4744595599,0.5361846431,1.5379687995,0.4927503235,1.0645414705,0.9902652889,0.4698458976
3.9300336069,0.5865057012,2.4677496529,0.5339802417,1.5343985367,0.4904876595,1.0607179246,0.9899171779,0.4675108738
3.9603340633,0.5845712950,2.4609740955,0.5317738666,1.5308045197,0.4882247482,1.0568748516,0.9895709282,0.4651767069
3.9908681355,0.5826341629,2.4541320419,0.5295656134,1.5271866886,0.4859616973,1.0530121648,0.9892266070,0.4628435202
4.0216376245,0.5806943630,2.4472228366,0.5273555777,1.5235451049,0.4836986143,1.0491296106,0.9888841792,0.4605114369
4.0526443455,0.5787519537,2.4402461387,0.5251438561,1.5198793461,0.4814356073,1.0452272591,0.9885437509,0.4581805802
4.0838901275,0.5768069939,2.4332011676,0.5229305454,1.5161893485,0.4791727842,1.0413049431,0.9882053332,0.4558510730
4.1153768137,0.5748595426,2.4260873270,0.5207157427,1.5124749804,0.4769102532,1.0373624231,0.9878688386,0.4535230382
4.1471062614,0.5729096594,2.4189040136,0.5184995459,1.5087361431,0.4746481225,1.0333997068,0.9875343004,0.4511965985
4.1790803423,0.5709574040,2.4116506235,0.5162820530,1.5049726599,0.4723865006,1.0294166242,0.9872018692,0.4488718765
4.2113009425,0.5690028367,2.4043266328,0.5140633625,1.5011843538,0.4701254957,1.0254131039,0.9868715058,0.4465489944
4.2437699628,0.5670460177,2.3969312048,0.5118435731,1.4973709035,0.4678652164,1.0213888097,0.9865429647,0.4442280741
4.2764893183,0.5650870080,2.3894637060,0.5096227841,1.4935324597,0.4656057709,1.0173440137,0.9862167823,0.4419092375
4.3094609392,0.5631258684,2.3819237971,0.5074010949,1.4896687078,0.4633472678,1.0132781767,0.9858925373,0.4395926058
4.3426867704,0.5611626605,2.3743104553,0.5051786053,1.4857794511,0.4610898152,1.0091913687,0.9855704193,0.4372783001
4.3761687719,0.5591974458,2.3666232839,0.5029554153,1.4818645715,0.4588335216,1.0050834730,0.9852504352,0.4349664410
4.4099089188,0.5572302862,2.3588616373,0.5007316253,1.4779240169,0.4565784951,1.0009541967,0.9849325174,0.4326571486
4.4439092013,0.5552612439,2.3510246388,0.4985073358,1.4739574997,0.4543248436,0.9968036439,0.9846168647,0.4303505427
4.4781716251,0.5532903813,2.3431117439,0.4962826476,1.4699648190,0.4520726752,0.9926315158,0.9843033152,0.4280467427
4.5126982114,0.5513177612,2.3351224452,0.4940576617,1.4659459400,0.4498220974,0.9884376571,0.9839919050,0.4257458668
4.5474909967,0.5493434465,2.3270558387,0.4918324791,1.4619005988,0.4475732178,0.9842220019,0.9836827276,0.4234480336
4.5825520334,0.5473675003,2.3189113998,0.4896072012,1.4578285599,0.4453261437,0.9799843788,0.9833757825,0.4211533605
4.6178833898,0.5453899861,2.3106883550,0.4873819294,1.4537299800,0.4430809820,0.9757245529,0.9830709768,0.4188619645
4.6534871501,0.5434109675,2.3023860812,0.4851567652,1.4496042791,0.4408378396,0.9714425312,0.9827684150,0.4165739618
4.6893654144,0.5414305083,2.2940037918,0.4829318102,1.4454515719,0.4385968230,0.9671380699,0.9824681017,0.4142894681
4.7255202992,0.5394486725,2.2855408065,0.4807071660,1.4412714815,0.4363580381,0.9628109871,0.9821700044,0.4120085982
4.7619539373,0.5374655244,2.2769964123,0.4784829345,1.4370640635,0.4341215908,0.9584612659,0.9818742703,0.4097314665
4.7986684777,0.5354811285,2.2683700404,0.4762592173,1.4328288460,0.4318875864,0.9540885350,0.9815807188,0.4074581862
4.8356660863,0.5334955492,2.2596609976,0.4740361162,1.4285659075,0.4296561300,0.9496928295,0.9812894044,0.4051888700
4.8729489454,0.5315088514,2.2508682704,0.4718137328,1.4242749874,0.4274273262,0.9452739680,0.9810004343,0.4029236297
4.9105192545,0.5295211000,2.2419914623,0.4695921688,1.4199559760,0.4252012789,0.9408316725,0.9807138163,0.4006625761
4.9483792296,0.5275323600,2.2330295515,0.4673715259,1.4156084192,0.4229780919,0.9363658538,0.9804294119,0.3984058195
4.9865311042,0.5255426967,2.2239820907,0.4651519055,1.4112324333,0.4207578683,0.9318762918,0.9801473889,0.3961534689
5.0249771287,0.5235521754,2.2148480320,0.4629334090,1.4068277431,0.4185407108,0.9273629799,0.9798677176,0.3939056326
5.0637195710,0.5215608616,2.2056268764,0.4607161377,1.4023940206,0.4163267213,0.9228254675,0.9795902633,0.3916624178
5.1027607166,0.5195688209,2.1963177585,0.4585001926,1.3979312396,0.4141160014,0.9182638168,0.9793152459,0.3894239308
5.1421028684,0.5175761189,2.1869200230,0.4562856746,1.3934392043,0.4119086519,0.9136778310,0.9790425786,0.3871902770
5.1817483471,0.5155828215,2.1774328074,0.4540726846,1.3889176371,0.4097047733,0.9090672004,0.9787721796,0.3849615605
5.2216994915,0.5135889944,2.1678554201,0.4518613228,1.3843664512,0.4075044652,0.9044317991,0.9785042086,0.3827378846
5.2619586581,0.5115947037,2.1581869264,0.4496516897,1.3797853088,0.4053078265,0.8997714994,0.9782385815,0.3805193514
5.3025282219,0.5096000154,2.1484269049,0.4474438851,1.3751741557,0.4031149555,0.8950860569,0.9779752964,0.3783060618
5.3434105759,0.5076049956,2.1385740817,0.4452380087,1.3705327016,0.4009259500,0.8903752760,0.9777144191,0.3760981159
5.3846081318,0.5056097103,2.1286280251,0.4430341599,1.3658607467,0.3987409067,0.8856390797,0.9774559589,0.3738956123
5.4261233198,0.5036142257,2.1185878547,0.4408324377,1.3611581056,0.3965599218,0.8808771348,0.9771997559,0.3716986486
5.4679585888,0.5016186081,2.1084525649,0.4386329407,1.3564245166,0.3943830908,0.8760893260,0.9769460925,0.3695073212
5.5101164067,0.4996229236,2.0982217860,0.4364357674,1.3516599488,0.3922105082,0.8712754536,0.9766947602,0.3673217253
5.5525992602,0.4976272385,2.0878943110,0.4342410154,1.3468640184,0.3900422677,0.8664352587,0.9764457562,0.3651419549
5.5954096554,0.4956316190,2.0774694127,0.4320487825,1.3420365922,0.3878784625,0.8615685846,0.9761991933,0.3629681028
5.6385501176,0.4936361314,2.0669463897,0.4298591655,1.3371774288,0.3857191845,0.8566752690,0.9759550629,0.3608002603
5.6820231917,0.4916408418,2.0563243436,0.4276722610,1.3322861934,0.3835645250,0.8517549731,0.9757132372,0.3586385177
5.7258314420,0.4896458164,2.0456024551,0.4254881651,1.3273629093,0.3814145745,0.8468076856,0.9754739195,0.3564829639
5.7699774528,0.4876511215,2.0347796750,0.4233069735,1.3224072886,0.3792694224,0.8418330069,0.9752369288,0.3543336864
5.8144638282,0.4856568230,2.0238554001,0.4211287811,1.3174189901,0.3771291573,0.8368307708,0.9750022883,0.3521907716
5.8592931924,0.4836629871,2.0128289227,0.4189536825,1.3123977518,0.3749938668,0.8318008805,0.9747701882,0.3500543044
5.9044681898,0.4816696797,2.0016990106,0.4167817716,1.3073436256,0.3728636376,0.8267429663,0.9745403598,0.3479243683
5.9499914852,0.4796769668,1.9904648471,0.4146131419,1.3022562194,0.3707385555,0.8216569525,0.9743130652,0.3458010456
5.9958657641,0.4776849142,1.9791258860,0.4124478860,1.2971351910,0.3686187050,0.8165423859,0.9740880008,0.3436844172
6.0420937325,0.4756935877,1.9676808667,0.4102860962,1.2919805145,0.3665041701,0.8113991738,0.9738654209,0.3415745624
6.0886781173,0.4737030529,1.9561290550,0.4081278640,1.2867917377,0.3643950334,0.8062272328,0.9736452477,0.3394715594
6.1356216664,0.4717133753,1.9444696379,0.4059732802,1.2815687686,0.3622913766,0.8010261031,0.9734273969,0.3373754847
6.1829271492,0.4697246204,1.9327016973,0.4038224350,1.2763114008,0.3601932805,0.7957956249,0.9732119327,0.3352864137
6.2305973559,0.4677368535,1.9208242893,0.4016754179,1.2710191917,0.3581008245,0.7905355710,0.9729988694,0.3332044201
6.2786350987,0.4657501398,1.9088364172,0.3995323176,1.2656922888,0.3560140873,0.7852458337,0.9727882214,0.3311295762
6.3270432113,0.4637645442,1.8967371368,0.3973932223,1.2603301120,0.3539331463,0.7799259445,0.9725798857,0.3290619534
6.3758245491,0.4617801316,1.8845258713,0.3952582192,1.2549323988,0.3518580779,0.7745757404,0.9723740186,0.3270016207
6.4249819898,0.4597969667,1.8722013094,0.3931273950,1.2494989920,0.3497889575,0.7691950135,0.9721704151,0.3249486463
6.4745184330,0.4578151141,1.8597625065,0.3910008353,1.2440297587,0.3477258591,0.7637834712,0.9719691871,0.3229030968
6.5244368010,0.4558346382,1.8472087304,0.3888786251,1.2385240746,0.3456688558,0.7583409065,0.9717703600,0.3208650373
6.5747400382,0.4538556029,1.8345390844,0.3867608487,1.2329823533,0.3436180195,0.7528670531,0.9715739107,0.3188345314
6.6254311121,0.4518780725,1.8217524195,0.3846475893,1.2274035960,0.3415734211,0.7473616863,0.9713797728,0.3168116414
6.6765130128,0.4499021105,1.8088476850,0.3825389296,1.2217879215,0.3395351301,0.7418242780,0.9711878791,0.3147964279
6.7279887537,0.4479277805,1.7958242512,0.3804349511,1.2161350584,0.3375032150,0.7362549482,0.9709984229,0.3127889503
6.7798613712,0.4459551459,1.7826809120,0.3783357346,1.2104446755,0.3354777431,0.7306533216,0.9708113409,0.3107892662
6.8321339252,0.4439842698,1.7694166118,0.3762413602,1.2047164160,0.3334587806,0.7250189205,0.9706264440,0.3087974321
6.8848094992,0.4420152149,1.7560306424,0.3741519067,1.1989502072,0.3314463924,0.7193516212,0.9704438771,0.3068135026
6.9378912006,0.4400480439,1.7425218105,0.3720674524,1.1931456888,0.3294406422,0.7136512090,0.9702636710,0.3048375311
6.9913821604,0.4380828191,1.7288890016,0.3699880744,1.1873025164,0.3274415926,0.7079173657,0.9700857588,0.3028695696
7.0452855342,0.4361196026,1.7151312518,0.3679138491,1.1814204573,0.3254493051,0.7021496710,0.9699100250,0.3009096683
7.0996045016,0.4341584562,1.7012477874,0.3658448517,1.1754991281,0.3234638398,0.6963481038,0.9697367183,0.2989578764
7.1543422668,0.4321994415,1.6872376251,0.3637811567,1.1695384860,0.3214852556,0.6905121222,0.9695655647,0.2970142411
7.2095020587,0.4302426196,1.6730990994,0.3617228375,1.1635380590,0.3195136104,0.6846415631,0.9693966466,0.2950788086
7.2650871312,0.4282880514,1.6588317776,0.3596699665,1.1574974799,0.3175489607,0.6787361461,0.9692300874,0.2931516234
7.3211007631,0.4263357977,1.6444342041,0.3576226152,1.1514166832,0.3155913617,0.6727955365,0.9690657075,0.2912327285
7.3775462587,0.4243859187,1.6299058676,0.3555808541,1.1452952095,0.3136408677,0.6668193711,0.9689035779,0.2893221657
7.4344269476,0.4224384745,1.6152451928,0.3535447527,1.1391328241,0.3116975315,0.6608074771,0.9687436173,0.2874199752
7.4917461851,0.4204935246,1.6004512430,0.3515143795,1.1329291582,0.3097614048,0.6547595719,0.9685858558,0.2855261957
7.5495073524,0.4185511285,1.5855230618,0.3494898018,1.1266839242,0.3078325380,0.6486752409,0.9684303917,0.2836408646
7.6077138568,0.4166113451,1.5704594517,0.3474710863,1.1203969768,0.3059109805,0.6425540476,0.9682769791,0.2817640178
7.6663691318,0.4146742331,1.5552593613,0.3454582981,1.1140676498,0.3039967801,0.6363959042,0.9681257621,0.2798956899
7.7254766375,0.4127398507,1.5399217415,0.3434515018,1.1076960850,0.3020899836,0.6302005081,0.9679767196,0.2780359139
7.7850398605,0.4108082559,1.5244452810,0.3414507607,1.1012816141,0.3001906368,0.6239674285,0.9678298832,0.2761847216
7.8450623144,0.4088795063,1.5088291931,0.3394561369,1.0948240287,0.2982987838,0.6176963173,0.9676851284,0.2743421434
7.9055475399,0.4069536590,1.4930719042,0.3374676917,1.0883229331,0.2964144678,0.6113869663,0.9675425002,0.2725082081
7.9664991048,0.4050307708,1.4771724701,0.3354854853,1.0817781704,0.2945377308,0.6050389410,0.9674019814,0.2706829433
8.0279206048,0.4031108981,1.4611302090,0.3335095768,1.0751893267,0.2926686133,0.5986519764,0.9672634808,0.2688663754
8.0898156628,0.4011940970,1.4449430752,0.3315400241,1.0685559702,0.2908071550,0.5922256128,0.9671271873,0.2670585292
8.1521879302,0.3992804230,1.4286108065,0.3295768842,1.0618779409,0.2889533941,0.5857597752,0.9669929675,0.2652594282
8.2150410861,0.3973699314,1.4121316195,0.3276202130,1.0551547831,0.2871073677,0.5792538314,0.9668607198,0.2634690947
8.2783788382,0.3954626768,1.3955045831,0.3256700651,1.0483861035,0.2852691117,0.5727076159,0.9667306050,0.2616875496
8.3422049228,0.3935587138,1.3787284780,0.3237264944,1.0415717971,0.2834386607,0.5661207784,0.9666024237,0.2599148126
8.4065231047,0.3916580961,1.3618021623,0.3217895535,1.0347111034,0.2816160483,0.5594928723,0.9664763414,0.2581509019
8.4713371782,0.3897608774,1.3447243404,0.3198592938,1.0278040028,0.2798013067,0.5528235695,0.9663521906,0.2563958346
8.5366509665,0.3878671107,1.3274938822,0.3179357657,1.0208502460,0.2779944672,0.5461125398,0.9662300689,0.2546496266
8.6024683224,0.3859768486,1.3101094246,0.3160190187,1.0138491642,0.2761955597,0.5393594141,0.9661098970,0.2529122925
8.6687931283,0.3840901433,1.2925701284,0.3141091009,1.0068005093,0.2744046130,0.5325639494,0.9659916898,0.2511838454
8.7356292968,0.3822070465,1.2748744202,0.3122060595,0.9997040033,0.2726216547,0.5257256415,0.9658754486,0.2494642976
8.8029807705,0.3803276095,1.2570208836,0.3103099406,0.9925590865,0.2708467114,0.5188439893,0.9657611326,0.2477536599
8.8708515222,0.3784518830,1.2390087056,0.3084207892,0.9853655040,0.2690798084,0.5119189287,0.9656486876,0.2460519421
8.9392455556,0.3765799175,1.2208363849,0.3065386490,0.9781228934,0.2673209699,0.5049498506,0.9655382051,0.2443591527
9.0081669052,0.3747117627,1.2025027084,0.3046635630,0.9708309126,0.2655702190,0.4979364787,0.9654295180,0.2426752990
9.0776196367,0.3728474680,1.1840064272,0.3027955728,0.9634890366,0.2638275776,0.4908784538,0.9653227496,0.2410003873
9.1476078469,0.3709870824,1.1653461218,0.3009347190,0.9560970426,0.2620930667,0.4837753111,0.9652178464,0.2393344227
9.2181356644,0.3691306543,1.1465205972,0.2990810411,0.9486544323,0.2603667060,0.4766267712,0.9651148338,0.2376774092
9.2892072494,0.3672782315,1.1275285077,0.2972345777,0.9411610222,0.2586485142,0.4694323049,0.9650135417,0.2360293496
9.3608267946,0.3654298615,1.1083686519,0.2953953660,0.9336160058,0.2569385087,0.4621915232,0.9649141326,0.2343902457
9.4329985246,0.3635855912,1.0890394020,0.2935634424,0.9260194683,0.2552367062,0.4549042399,0.9648165194,0.2327600983
9.5057266967,0.3617454671,1.0695399714,0.2917388420,0.9183705148,0.2535431220,0.4475697181,0.9647205917,0.2311389070
9.5790156012,0.3599095350,1.0498686025,0.2899215991,0.9106691552,0.2518577706,0.4401878763,0.9646265611,0.2295266704
9.6528695611,0.3580778403,1.0300238800,0.2881117467,0.9029145861,0.2501806653,0.4327581299,0.9645341342,0.2279233862
9.7272929332,0.3562504281,1.0100045967,0.2863093168,0.8951069617,0.2485118184,0.4252800376,0.9644434917,0.2263290510
9.8022901076,0.3544273425,0.9898094416,0.2845143405,0.8872454175,0.2468512411,0.4177533484,0.9643546140,0.2247436603
9.8778655081,0.3526086276,0.9694370246,0.2827268476,0.8793294460,0.2451989438,0.4101774409,0.9642673375,0.2231672088
9.9540235931,0.3507943266,0.9488855362,0.2809468670,0.8713589644,0.2435549357,0.4025520532,0.9641818117,0.2215996903
10.0307688549,0.3489844823,0.9281543994,0.2791744266,0.8633334804,0.2419192251,0.3948766382,0.9640978924,0.2200410973
10.1081058207,0.3471791371,0.9072415686,0.2774095531,0.8552523180,0.2402918192,0.3871509272,0.9640156895,0.2184914218
10.1860390524,0.3453783326,0.8861456013,0.2756522724,0.8471153212,0.2386727244,0.3793743148,0.9639350054,0.2169506546
10.2645731473,0.3435821101,0.8648656845,0.2739026091,0.8389218298,0.2370619461,0.3715463707,0.9638560911,0.2154187857
10.3437127381,0.3417905103,0.8433994842,0.2721605871,0.8306715401,0.2354594887,0.3636668281,0.9637787108,0.2138958044
10.4234624930,0.3400035733,0.8217460561,0.2704262290,0.8223640662,0.2338653557,0.3557350782,0.9637028650,0.2123816988
10.5038271164,0.3382213387,0.7999040886,0.2686995567,0.8139987057,0.2322795497,0.3477507716,0.9636287006,0.2108764563
10.5848113490,0.3364438456,0.7778717995,0.2669805907,0.8055752087,0.2307020722,0.3397133972,0.9635559669,0.2093800637
10.6664199680,0.3346711325,0.7556478500,0.2652693509,0.7970932603,0.2291329241,0.3316224421,0.9634847199,0.2078925066
10.7486577872,0.3329032373,0.7332306409,0.2635658561,0.7885519230,0.2275721053,0.3234775815,0.9634151389,0.2064137701
10.8315296579,0.3311401976,0.7106188345,0.2618701241,0.7799512129,0.2260196147,0.3152783271,0.9633470067,0.2049438383
10.9150404685,0.3293820501,0.6878105164,0.2601821716,0.7712903754,0.2244754506,0.3070242310,0.9632802835,0.2034826948
10.9991951453,0.3276288311,0.6648048210,0.2585020146,0.7625688504,0.2229396101,0.2987146500,0.9632152019,0.2020303222
11.0839986524,0.3258805766,0.6415997553,0.2568296680,0.7537865353,0.2214120898,0.2903492620,0.9631513973,0.2005867025
11.1694559924,0.3241373216,0.6181937718,0.2551651458,0.7449427462,0.2198928853,0.2819275959,0.9630890978,0.1991518170
11.2555722062,0.3223991009,0.5945853233,0.2535084611,0.7360368538,0.2183819915,0.2734491815,0.9630282794,0.1977256461
11.3423523738,0.3206659485,0.5707729149,0.2518596261,0.7270687073,0.2168794023,0.2649134746,0.9629688196,0.1963081699
11.4298016143,0.3189378981,0.5467552090,0.2502186519,0.7180372380,0.2153851110,0.2563199771,0.9629106937,0.1948993674
11.5179250860,0.3172149826,0.5225302124,0.2485855490,0.7089427280,0.2138991101,0.2476681931,0.9628540233,0.1934992173
11.6067279875,0.3154972344,0.4980965614,0.2469603267,0.6997838855,0.2124213913,0.2389576941,0.9627986351,0.1921076974
11.6962155570,0.3137846855,0.4734522367,0.2453429937,0.6905608416,0.2109519455,0.2301879208,0.9627446885,0.1907247850
11.7863930733,0.3120773672,0.4485962939,0.2437335576,0.6812728882,0.2094907630,0.2213583991,0.9626919753,0.1893504568
11.8772658559,0.3103753102,0.4235262680,0.2421320252,0.6719192132,0.2080378334,0.2124686387,0.9626405994,0.1879846889
11.9688392653,0.3086785449,0.3982414114,0.2405384027,0.6624993416,0.2065931453,0.2035181860,0.9625905176,0.1866274568
12.0611187033,0.3069871007,0.3727394819,0.2389526949,0.6530131705,0.2051566870,0.1945064328,0.9625416854,0.1852787355
12.1541096133,0.3053010069,0.3470188141,0.2373749064,0.6434600456,0.2037284458,0.1854327937,0.9624941227,0.1839384993
12.2478174808,0.3036202920,0.3210780048,0.2358050405,0.6338392067,0.2023084084,0.1762969293,0.9624478728,0.1826067221
12.3422478336,0.3024799277,0.0000000001,0.2342431000,0.6241499949,0.2008965611,0.1670980438,0.9624027623,0.1812833773
12.4374062418,0.3007121098,0.0000000001,0.2326890866,0.6143922805,0.1994928891,0.1578358574,0.9623588944,0.1799684376
12.5332983190,0.2989601720,0.0000000001,0.2311430015,0.6045654868,0.1980973774,0.1485098123,0.9623162440,0.1786618755
12.6299297215,0.2972239521,0.0000000001,0.2296048449,0.5946687238,0.1967100101,0.1391192153,0.9622747813,0.1773636627
12.7273061496,0.2955032903,0.0000000001,0.2280746163,0.5847016585,0.1953307709,0.1296636964,0.9622344280,0.1760737708
12.8254333475,0.2937980283,0.0000000001,0.2265523146,0.5746637066,0.1939596426,0.1201425512,0.9621953550,0.1747921706
12.9243171034,0.2921080100,0.0000000001,0.2250379376,0.5645542020,0.1925966077,0.1105553463,0.9621572852,0.1735188327
13.0239632506,0.2904330810,0.0000000001,0.2235314828,0.5543728256,0.1912416481,0.1009014343,0.9621204303,0.1722537272
13.1243776669,0.2887730889,0.0000000001,0.2220329465,0.5441186557,0.1898947450,0.0911804263,0.9620845860,0.1709968237
13.2255662758,0.2871278831,0.0000000001,0.2205423247,0.5337912560,0.1885558791,0.0813915117,0.9620498729,0.1697480916
13.3275350462,0.2854973148,0.0000000001,0.2190596124,0.5233901644,0.1872250307,0.0715343591,0.9620162913,0.1685074996
13.4302899931,0.2838812370,0.0000000001,0.2175848040,0.5129149092,0.1859021793,0.0616081173,0.9619838322,0.1672750165
13.5338371780,0.2822795043,0.0000000001,0.2161178933,0.5023642591,0.1845873043,0.0516124877,0.9619522201,0.1660506103
13.6381827090,0.2806919733,0.0000000001,0.2146588733,0.4917383718,0.1832803841,0.0415467695,0.9619217768,0.1648342488
13.7433327413,0.2791185021,0.0000000001,0.2132077364,0.4810362315,0.1819813970,0.0314103707,0.9618922925,0.1636258996
13.8492934776,0.2775589506,0.0000000001,0.2117644744,0.4702573022,0.1806903208,0.0212027032,0.9618638820,0.1624255297
13.9560711685,0.2760131801,0.0000000001,0.2103290783,0.4594011092,0.1794071325,0.0109231965,0.9618364316,0.1612331061
14.0636721125,0.2744810540,0.0000000001,0.2089015385,0.4484666320,0.1781318149,0.0000000001,0.9619001331,0.1600485954
14.1721026570,0.2729624368,0.0000000001,0.2074818450,0.4374537790,0.1768660303,0.0000000001,0.9602300056,0.1588719636
14.2813691981,0.2714571950,0.0000000001,0.2060699868,0.4263614082,0.1756118148,0.0000000001,0.9585558775,0.1577031770
14.3914781815,0.2699651963,0.0000000001,0.2046659528,0.4151896119,0.1743690451,0.0000000001,0.9568778636,0.1565422010
14.5024361022,0.2684863103,0.0000000001,0.2032697308,0.4039368821,0.1731375995,0.0000000001,0.9551958118,0.1553890013
14.6142495056,0.2670204078,0.0000000001,0.2018813083,0.3926029300,0.1719173579,0.0000000001,0.9535099886,0.1542435431
14.7269249874,0.2655673614,0.0000000001,0.2005006723,0.3811873627,0.1707082016,0.0000000001,0.9518200635,0.1531057912
14.8404691942,0.2641270448,0.0000000001,0.1991278090,0.3696894258,0.1695100136,0.0000000001,0.9501262462,0.1519757106
14.9548888239,0.2626993336,0.0000000001,0.1977627042,0.3581081558,0.1683226781,0.0000000001,0.9484286925,0.1508532656
15.0701906260,0.2612841044,0.0000000001,0.1964053431,0.3464432082,0.1671460811,0.0000000001,0.9467271168,0.1497384208
15.1863814019,0.2598812355,0.0000000001,0.1950557106,0.3346934128,0.1659801097,0.0000000001,0.9450214386,0.1486311401
15.3034680057,0.2584906065,0.0000000001,0.1937137907,0.3228590138,0.1648246526,0.0000000001,0.9433119615,0.1475313877
15.4214573441,0.2571120985,0.0000000001,0.1934428277,0.0000000001,0.1636795998,0.0000000001,0.9415985915,0.1464391271
15.5403563773,0.2557455937,0.0000000001,0.1920205795,0.0000000001,0.1625448428,0.0000000001,0.9398812977,0.1453543222
15.6601721189,0.2543909758,0.0000000001,0.1906112347,0.0000000001,0.1614202742,0.0000000001,0.9381601461,0.1442769363
15.7809116367,0.2530481299,0.0000000001,0.1892146601,0.0000000001,0.1603057883,0.0000000001,0.9364348752,0.1432069329
