# # alphas_L2,errors_L2,lambdas_L2,errors_L1,lambdas_L1,errors_Huber,lambdas_Huber,huber_params,errors_BO
0.5335208966,0.9164186744,3.0884862232,0.9100701205,1.9657326124,0.8977673765,1.5929808395,1.0822626707,0.8943934665
0.5376343288,0.9158220138,3.0879951668,0.9094161733,1.9651765680,0.8970293924,1.5921547773,1.0820425253,0.8936255942
0.5417794754,0.9152214441,3.0874993929,0.9087577791,1.9646163273,0.8962864727,1.5913230673,1.0818212444,0.8928525147
0.5459565810,0.9146169448,3.0869987410,0.9080949124,1.9640518378,0.8955385903,1.5904854209,1.0815985071,0.8920741988
0.5501658920,0.9140084953,3.0864930472,0.9074275476,1.9634830213,0.8947857183,1.5896421298,1.0813746265,0.8912906171
0.5544076567,0.9133960751,3.0859826818,0.9067556593,1.9629099953,0.8940278296,1.5887930668,1.0811495051,0.8905017402
0.5586821252,0.9127796635,3.0854669762,0.9060792218,1.9623324651,0.8932648972,1.5879377784,1.0809228686,0.8897075387
0.5629895498,0.9121592400,3.0849464417,0.9053982093,1.9617506599,0.8924968939,1.5870766785,1.0806950430,0.8889079831
0.5673301845,0.9115347839,3.0844207144,0.9047125961,1.9611643505,0.8917237926,1.5862097568,1.0804659709,0.8881030438
0.5717042854,0.9109062746,3.0838898599,0.9040223564,1.9605735990,0.8909455661,1.5853367105,1.0802355417,0.8872926913
0.5761121105,0.9102736913,3.0833539963,0.9033274642,1.9599784088,0.8901621872,1.5844576452,1.0800038329,0.8864768958
0.5805539198,0.9096370133,3.0828125858,0.9026278936,1.9593785799,0.8893736286,1.5835725336,1.0797708055,0.8856556278
0.5850299754,0.9089962199,3.0822660351,0.9019236185,1.9587743711,0.8885798629,1.5826812642,1.0795364529,0.8848288573
0.5895405412,0.9083512904,3.0817139244,0.9012146130,1.9581654549,0.8877808628,1.5817838499,1.0793007685,0.8839965547
0.5940858834,0.9077022040,3.0811565693,0.9005008509,1.9575519757,0.8869766011,1.5808801441,1.0790636928,0.8831586902
0.5986662700,0.9070489398,3.0805935474,0.8997823060,1.9569337487,0.8861670502,1.5799703918,1.0788253805,0.8823152337
0.6032819713,0.9063914771,3.0800250721,0.8990589521,1.9563109326,0.8853521828,1.5790542989,1.0785856963,0.8814661556
0.6079332595,0.9057297951,3.0794510365,0.8983307629,1.9556833172,0.8845319714,1.5781319216,1.0783447396,0.8806114257
0.6126204091,0.9050638729,3.0788712835,0.8975977121,1.9550510859,0.8837063885,1.5772030402,1.0781023034,0.8797510141
0.6173436964,0.9043936896,3.0782858199,0.8968597733,1.9544139234,0.8828754067,1.5762679698,1.0778586093,0.8788848908
0.6221034002,0.9037192245,3.0776945865,0.8961169202,1.9537719369,0.8820389986,1.5753265205,1.0776136525,0.8780130259
0.6268998012,0.9030404567,3.0770973015,0.8953691261,1.9531251240,0.8811971365,1.5743784314,1.0773672332,0.8771353892
0.6317331822,0.9023573652,3.0764943123,0.8946163647,1.9524734067,0.8803497929,1.5734239657,1.0771194866,0.8762519507
0.6366038286,0.9016699293,3.0758853436,0.8938586094,1.9518167591,0.8794969404,1.5724630242,1.0768704026,0.8753626803
0.6415120275,0.9009781281,3.0752702838,0.8930958337,1.9511551285,0.8786385514,1.5714953432,1.0766198842,0.8744675479
0.6464580684,0.9002819407,3.0746491532,0.8923280108,1.9504884231,0.8777745984,1.5705211845,1.0763680861,0.8735665233
0.6514422432,0.8995813462,3.0740217209,0.8915551143,1.9498167086,0.8769050538,1.5695402985,1.0761149017,0.8726595765
0.6564648459,0.8988763237,3.0733882570,0.8907771173,1.9491399258,0.8760298901,1.5685527229,1.0758603175,0.8717466774
0.6615261727,0.8981668525,3.0727483940,0.8899939933,1.9484580553,0.8751490798,1.5675586245,1.0756044619,0.8708277957
0.6666265222,0.8974529115,3.0721022105,0.8892057154,1.9477709198,0.8742625954,1.5665573987,1.0753470298,0.8699029014
0.6717661953,0.8967344801,3.0714495754,0.8884122570,1.9470787623,0.8733704094,1.5655497091,1.0750884265,0.8689719644
0.6769454951,0.8960115374,3.0707903576,0.8876135911,1.9463812017,0.8724724942,1.5645350284,1.0748283626,0.8680349544
0.6821647272,0.8952840625,3.0701247537,0.8868096912,1.9456785003,0.8715688224,1.5635134039,1.0745668424,0.8670918415
0.6874241994,0.8945520346,3.0694523048,0.8860005302,1.9449703455,0.8706593666,1.5624849052,1.0743040194,0.8661425956
0.6927242220,0.8938154329,3.0687734175,0.8851860814,1.9442569512,0.8697440993,1.5614495355,1.0740398858,0.8651871864
0.6980651077,0.8930742367,3.0680875015,0.8843663180,1.9435381380,0.8688229931,1.5604070314,1.0737742426,0.8642255841
0.7034471714,0.8923284252,3.0673949242,0.8835412131,1.9428138304,0.8678960206,1.5593576188,1.0735072533,0.8632577585
0.7088707307,0.8915779777,3.0666952658,0.8827107398,1.9420841694,0.8669631546,1.5583010132,1.0732388632,0.8622836797
0.7143361055,0.8908228734,3.0659886870,0.8818748713,1.9413488829,0.8660243676,1.5572371750,1.0729689891,0.8613033177
0.7198436182,0.8900630918,3.0652750206,0.8810335806,1.9406080365,0.8650796325,1.5561664162,1.0726978699,0.8603166425
0.7253935937,0.8892986120,3.0645542896,0.8801868410,1.9398617810,0.8641289220,1.5550883301,1.0724252761,0.8593236244
0.7309863594,0.8885294136,3.0638260841,0.8793346255,1.9391097164,0.8631722090,1.5540030801,1.0721513321,0.8583242333
0.7366222451,0.8877554759,3.0630908173,0.8784769073,1.9383520526,0.8622094663,1.5529104777,1.0718759487,0.8573184396
0.7423015834,0.8869767784,3.0623481941,0.8776136594,1.9375886583,0.8612406669,1.5518104824,1.0715990953,0.8563062134
0.7480247092,0.8861933006,3.0615979195,0.8767448552,1.9368195534,0.8602657837,1.5507032289,1.0713209143,0.8552875251
0.7537919601,0.8854050219,3.0608401901,0.8758704677,1.9360444951,0.8592847898,1.5495884314,1.0710412565,0.8542623451
0.7596036765,0.8846119220,3.0600748912,0.8749904700,1.9352637917,0.8582976583,1.5484662976,1.0707602874,0.8532306437
0.7654602009,0.8838139804,3.0593019605,0.8741048355,1.9344770956,0.8573043624,1.5473367179,1.0704779045,0.8521923916
0.7713618791,0.8830111769,3.0585209751,0.8732135373,1.9336844392,0.8563048754,1.5461995166,1.0701940594,0.8511475592
0.7773090590,0.8822034911,3.0577323841,0.8723165487,1.9328859353,0.8552991707,1.5450547239,1.0699087643,0.8500961173
0.7833020916,0.8813909028,3.0569357946,0.8714138429,1.9320812941,0.8542872215,1.5439023371,1.0696220965,0.8490380366
0.7893413302,0.8805733918,3.0561311793,0.8705053933,1.9312707520,0.8532690015,1.5427422446,1.0693340373,0.8479732879
0.7954271312,0.8797509380,3.0553185654,0.8695911732,1.9304539582,0.8522444841,1.5415744777,1.0690445066,0.8469018421
0.8015598536,0.8789235213,3.0544973755,0.8686711559,1.9296310743,0.8512136432,1.5403989959,1.0687535538,0.8458236703
0.8077398592,0.8780911217,3.0536682653,0.8677453149,1.9288020420,0.8501764525,1.5392156014,1.0684611891,0.8447387435
0.8139675124,0.8772537193,3.0528306580,0.8668136237,1.9279666901,0.8491328859,1.5380245098,1.0681674605,0.8436470331
0.8202431806,0.8764112942,3.0519845533,0.8658760557,1.9271251225,0.8480829174,1.5368255831,1.0678723508,0.8425485104
0.8265672341,0.8755638265,3.0511299777,0.8649325846,1.9262772871,0.8470265211,1.5356185993,1.0675756944,0.8414431468
0.8329400459,0.8747112967,3.0502667999,0.8639831839,1.9254230261,0.8459636711,1.5344036619,1.0672776443,0.8403309140
0.8393619919,0.8738536849,3.0493947315,0.8630278273,1.9245623922,0.8448943420,1.5331808139,1.0669782501,0.8392117836
0.8458334509,0.8729909717,3.0485139593,0.8620664886,1.9236952543,0.8438185080,1.5319498162,1.0666774095,0.8380857276
0.8523548047,0.8721231375,3.0476241064,0.8610991416,1.9228215468,0.8427361439,1.5307109328,1.0663752139,0.8369527178
0.8589264380,0.8712501629,3.0467252350,0.8601257601,1.9219413877,0.8416472244,1.5294637269,1.0660715256,0.8358127266
0.8655487384,0.8703720285,3.0458174205,0.8591463181,1.9210546327,0.8405517243,1.5282083666,1.0657663968,0.8346657261
0.8722220965,0.8694887153,3.0449003220,0.8581607897,1.9201610851,0.8394496186,1.5269448856,1.0654598995,0.8335116888
0.8789469061,0.8686002039,3.0439738083,0.8571691489,1.9192610073,0.8383408826,1.5256730001,1.0651519393,0.8323505874
0.8857235638,0.8677064754,3.0430380632,0.8561713699,1.9183541369,0.8372254916,1.5243927937,1.0648425396,0.8311823946
0.8925524693,0.8668075109,3.0420927715,0.8551674270,1.9174405265,0.8361034209,1.5231045199,1.0645319111,0.8300070835
0.8994340255,0.8659032913,3.0411378813,0.8541572946,1.9165199661,0.8349746464,1.5218074992,1.0642196461,0.8288246271
0.9063686384,0.8649937981,3.0401732349,0.8531409472,1.9155926657,0.8338391438,1.5205022835,1.0639061170,0.8276349988
0.9133567169,0.8640790125,3.0391986754,0.8521183594,1.9146583366,0.8326968892,1.5191884407,1.0635910609,0.8264381721
0.9203986733,0.8631589161,3.0382141495,0.8510895058,1.9137169921,0.8315478586,1.5178660779,1.0632746220,0.8252341208
0.9274949230,0.8622334904,3.0372198546,0.8500543612,1.9127685928,0.8303920285,1.5165351979,1.0629568297,0.8240228188
0.9346458846,0.8613027171,3.0362153184,0.8490129006,1.9118132174,0.8292293754,1.5151957156,1.0626376181,0.8228042404
0.9418519800,0.8603665781,3.0352005656,0.8479650990,1.9108506364,0.8280598762,1.5138476389,1.0623170545,0.8215783598
0.9491136341,0.8594250552,3.0341754305,0.8469109316,1.9098808563,0.8268835077,1.5124906593,1.0619949444,0.8203451517
0.9564312755,0.8584781306,3.0331397772,0.8458503735,1.9089039230,0.8257002471,1.5111250131,1.0616715241,0.8191045909
0.9638053356,0.8575257865,3.0320936203,0.8447834004,1.9079195547,0.8245100718,1.5097506680,1.0613467443,0.8178566526
0.9712362496,0.8565680051,3.0310367107,0.8437099877,1.9069279087,0.8233129595,1.5083673324,1.0610204952,0.8166013121
0.9787244557,0.8556047690,3.0299691403,0.8426301111,1.9059288447,0.8221088880,1.5069753320,1.0606929579,0.8153385450
0.9862703956,0.8546360608,3.0288905811,0.8415437465,1.9049224424,0.8208978353,1.5055741246,1.0603637994,0.8140683271
0.9938745146,0.8536618632,3.0278009415,0.8404508700,1.9039084387,0.8196797798,1.5041641305,1.0600334728,0.8127906346
1.0015372612,0.8526821591,3.0267002869,0.8393514576,1.9028869343,0.8184547000,1.5027451396,1.0597017393,0.8115054439
1.0092590873,0.8516969315,3.0255883551,0.8382454857,1.9018578243,0.8172225748,1.5013169122,1.0593685403,0.8102127318
1.0170404485,0.8507061637,3.0244649100,0.8371329308,1.9008210564,0.8159833832,1.4998797701,1.0590340435,0.8089124752
1.0248818037,0.8497098390,3.0233300272,0.8360137695,1.8997764206,0.8147371046,1.4984333451,1.0586981012,0.8076046515
1.0327836157,0.8487079410,3.0221835721,0.8348879789,1.8987242301,0.8134837186,1.4969778629,1.0583609224,0.8062892382
1.0407463504,0.8477004532,3.0210252857,0.8337555358,1.8976641209,0.8122232050,1.4955130227,1.0580222733,0.8049662133
1.0487704775,0.8466873596,3.0198551846,0.8326164175,1.8965961983,0.8109555442,1.4940389484,1.0576822655,0.8036355551
1.0568564705,0.8456686441,3.0186730194,0.8314706015,1.8955202484,0.8096807164,1.4925555134,1.0573409373,0.8022972422
1.0650048063,0.8446442910,3.0174788427,0.8303180653,1.8944363785,0.8083987026,1.4910626033,1.0569981570,0.8009512535
1.0732159655,0.8436142846,3.0162723923,0.8291587868,1.8933444309,0.8071094837,1.4895603139,1.0566541073,0.7995975684
1.0814904325,0.8425786095,3.0150535107,0.8279927441,1.8922444574,0.8058130412,1.4880486337,1.0563087362,0.7982361664
1.0898286955,0.8415372504,3.0138220406,0.8268199154,1.8911362210,0.8045093568,1.4865274388,1.0559620434,0.7968670276
1.0982312463,0.8404901922,3.0125780873,0.8256402792,1.8900197996,0.8031984125,1.4849966362,1.0556139474,0.7954901325
1.1066985805,0.8394374201,3.0113213348,0.8244538143,1.8888951302,0.8018801907,1.4834561462,1.0552645209,0.7941054619
1.1152311976,0.8383789193,3.0100515747,0.8232604996,1.8877621651,0.8005546741,1.4819061125,1.0549138483,0.7927129968
1.1238296010,0.8373146754,3.0087687016,0.8220603143,1.8866207553,0.7992218457,1.4803463914,1.0545617968,0.7913127190
1.1324942979,0.8362446740,3.0074727678,0.8208532378,1.8854709268,0.7978816891,1.4787767519,1.0542084168,0.7899046104
1.1412257993,0.8351689012,3.0061635113,0.8196392499,1.8843126273,0.7965341879,1.4771974836,1.0538537969,0.7884886535
1.1500246204,0.8340873430,3.0048407745,0.8184183305,1.8831457520,0.7951793263,1.4756083305,1.0534978453,0.7870648311
1.1588912802,0.8329999859,3.0035043478,0.8171904599,1.8819702091,0.7938170889,1.4740092765,1.0531405880,0.7856331266
1.1678263017,0.8319068163,3.0021542327,0.8159556186,1.8807860113,0.7924474605,1.4724002813,1.0527820515,0.7841935238
1.1768302120,0.8308078210,3.0007901622,0.8147137873,1.8795930409,0.7910704266,1.4707813499,1.0524222501,0.7827460068
1.1859035421,0.8297029871,2.9994121966,0.8134649471,1.8783913112,0.7896859727,1.4691523855,1.0520612232,0.7812905603
1.1950468275,0.8285923019,2.9980198002,0.8122090795,1.8771807301,0.7882940851,1.4675133449,1.0516987945,0.7798271696
1.2042606073,0.8274757528,2.9966132450,0.8109461660,1.8759611928,0.7868947502,1.4658641772,1.0513351992,0.7783558202
1.2135454251,0.8263533276,2.9951921082,0.8096761886,1.8747326535,0.7854879551,1.4642048837,1.0509704042,0.7768764985
1.2229018286,0.8252250142,2.9937563109,0.8083991297,1.8734951448,0.7840736871,1.4625352779,1.0506042513,0.7753891909
1.2323303697,0.8240908008,2.9923057485,0.8071149718,1.8722484931,0.7826519340,1.4608554658,1.0502369115,0.7738938848
1.2418316047,0.8229506759,2.9908401847,0.8058236979,1.8709926328,0.7812226842,1.4591654294,1.0498684076,0.7723905679
1.2514060939,0.8218046282,2.9893594885,0.8045252912,1.8697275884,0.7797859265,1.4574648963,1.0494985874,0.7708792283
1.2610544022,0.8206526468,2.9878635025,0.8032197354,1.8684532272,0.7783416499,1.4557540771,1.0491275836,0.7693598551
1.2707770987,0.8194947208,2.9863523054,0.8019070144,1.8671694691,0.7768898443,1.4540328654,1.0487554663,0.7678324374
1.2805747569,0.8183308398,2.9848252678,0.8005871125,1.8658763595,0.7754304997,1.4523009790,1.0483820001,0.7662969654
1.2904479548,0.8171609936,2.9832825470,0.7992600143,1.8645737406,0.7739636069,1.4505586879,1.0480074648,0.7647534294
1.3003972748,0.8159851721,2.9817239334,0.7979257050,1.8632615853,0.7724891570,1.4488058311,1.0476317536,0.7632018207
1.3104233038,0.8148033659,2.9801491115,0.7965841700,1.8619397680,0.7710071416,1.4470422652,1.0472548235,0.7616421310
1.3205266333,0.8136155654,2.9785580834,0.7952353950,1.8606082456,0.7695175530,1.4452679961,1.0468767602,0.7600743526
1.3307078591,0.8124217615,2.9769506359,0.7938793662,1.8592670505,0.7680203839,1.4434831041,1.0464975770,0.7584984784
1.3409675819,0.8112219456,2.9753266406,0.7925160703,1.8579159832,0.7665156274,1.4416874655,1.0461172720,0.7569145021
1.3513064069,0.8100161091,2.9736858082,0.7911454942,1.8565549957,0.7650032774,1.4398808754,1.0457357884,0.7553224179
1.3617249440,0.8088042438,2.9720279944,0.7897676253,1.8551841474,0.7634833282,1.4380636124,1.0453532898,0.7537222208
1.3722238078,0.8075863418,2.9703532124,0.7883824515,1.8538032675,0.7619557748,1.4362352877,1.0449695968,0.7521139062
1.3828036175,0.8063623955,2.9686609375,0.7869899611,1.8524122910,0.7604206124,1.4343959683,1.0445847755,0.7504974705
1.3934649972,0.8051323976,2.9669512749,0.7855901426,1.8510111871,0.7588778373,1.4325457371,1.0441989793,0.7488729106
1.4042085759,0.8038963413,2.9652238178,0.7841829854,1.8495998687,0.7573274460,1.4306843874,1.0438120216,0.7472402241
1.4150349874,0.8026542197,2.9634785271,0.7827684789,1.8481782024,0.7557694357,1.4288120210,1.0434241169,0.7455994094
1.4259448702,0.8014060268,2.9617154026,0.7813466133,1.8467462323,0.7542038042,1.4269284969,1.0430351098,0.7439504655
1.4369388678,0.8001517564,2.9599338676,0.7799173790,1.8453038263,0.7526305499,1.4250338128,1.0426451107,0.7422933923
1.4480176290,0.7988914029,2.9581339741,0.7784807670,1.8438509691,0.7510496720,1.4231277635,1.0422540139,0.7406281904
1.4591818070,0.7976249610,2.9563154635,0.7770367689,1.8423874378,0.7494611701,1.4212104631,1.0418619247,0.7389548609
1.4704320606,0.7963524258,2.9544779587,0.7755853765,1.8409134293,0.7478650444,1.4192818282,1.0414688419,0.7372734061
1.4817690534,0.7950737926,2.9526215744,0.7741265825,1.8394285238,0.7462612960,1.4173419183,1.0410748565,0.7355838287
1.4931934541,0.7937890572,2.9507460812,0.7726603796,1.8379330131,0.7446499265,1.4153904843,1.0406798507,0.7338861325
1.5047059366,0.7924982156,2.9488511086,0.7711867616,1.8364265269,0.7430309381,1.4134276338,1.0402838717,0.7321803218
1.5163071801,0.7912012643,2.9469366074,0.7697057222,1.8349092257,0.7414043338,1.4114532186,1.0398869970,0.7304664019
1.5279978688,0.7898982002,2.9450022268,0.7682172562,1.8333808702,0.7397701173,1.4094671868,1.0394891554,0.7287443790
1.5397786924,0.7885890203,2.9430477571,0.7667213586,1.8318414211,0.7381282928,1.4074696412,1.0390904238,0.7270142599
1.5516503459,0.7872737223,2.9410732475,0.7652180250,1.8302908850,0.7364788654,1.4054603316,1.0386907480,0.7252760524
1.5636135295,0.7859523040,2.9390781307,0.7637072516,1.8287291503,0.7348218407,1.4034394089,1.0382902865,0.7235297652
1.5756689490,0.7846247637,2.9370626068,0.7621890352,1.8271560597,0.7331572254,1.4014066709,1.0378888642,0.7217754076
1.5878173154,0.7832911003,2.9350261676,0.7606633731,1.8255716920,0.7314850265,1.3993620532,1.0374866133,0.7200129902
1.6000593454,0.7819513126,2.9329684985,0.7591302632,1.8239758112,0.7298052520,1.3973057169,1.0370835606,0.7182425242
1.6123957612,0.7806054002,2.9308897305,0.7575897040,1.8223684938,0.7281179104,1.3952374528,1.0366796490,0.7164640217
1.6248272904,0.7792533630,2.9287894702,0.7560416947,1.8207495880,0.7264230113,1.3931571977,1.0362749725,0.7146774958
1.6373546663,0.7778952012,2.9266674161,0.7544862349,1.8191189051,0.7247205648,1.3910650131,1.0358695462,0.7128829606
1.6499786280,0.7765309155,2.9245234108,0.7529233248,1.8174766630,0.7230105819,1.3889606443,1.0354631487,0.7110804310
1.6626999201,0.7751605070,2.9223572445,0.7513529656,1.8158224684,0.7212930741,1.3868442722,1.0350561892,0.7092699228
1.6755192930,0.7737839771,2.9201686025,0.7497751587,1.8141564651,0.7195680541,1.3847157231,1.0346483648,0.7074514529
1.6884375030,0.7724013277,2.9179574585,0.7481899063,1.8124784708,0.7178355352,1.3825750855,1.0342399195,0.7056250391
1.7014553120,0.7710125612,2.9157234192,0.7465972114,1.8107883629,0.7160955315,1.3804221503,1.0338307379,0.7037907003
1.7145734880,0.7696176803,2.9134663026,0.7449970773,1.8090862238,0.7143480578,1.3782569549,1.0334208712,0.7019484561
1.7277928048,0.7682166883,2.9111858416,0.7433895083,1.8073718405,0.7125931299,1.3760794028,1.0330102739,0.7000983274
1.7411140422,0.7668095886,2.9088817328,0.7417745092,1.8056451831,0.7108307644,1.3738895018,1.0325991336,0.6982403360
1.7545379860,0.7653963854,2.9065540469,0.7401520855,1.8039061753,0.7090609787,1.3716871008,1.0321872482,0.6963745046
1.7680654280,0.7639770831,2.9042020035,0.7385222435,1.8021547264,0.7072837911,1.3694723098,1.0317747922,0.6945008572
1.7816971662,0.7625516866,2.9018259239,0.7368849900,1.8003907299,0.7054992205,1.3672449616,1.0313617134,0.6926194185
1.7954340048,0.7611202013,2.8994250868,0.7352403326,1.7986141648,0.7037072871,1.3650050131,1.0309480907,0.6907302146
1.8092767541,0.7596826331,2.8969996762,0.7335882797,1.7968249255,0.7019080116,1.3627524851,1.0305338980,0.6888332723
1.8232262306,0.7582389882,2.8945490885,0.7319288403,1.7950228882,0.7001014157,1.3604872869,1.0301191428,0.6869286199
1.8372832572,0.7567892733,2.8920731795,0.7302620242,1.7932080181,0.6982875221,1.3582093451,1.0297039030,0.6850162863
1.8514486631,0.7553334956,2.8895717525,0.7285878418,1.7913802218,0.6964663541,1.3559186843,1.0292881318,0.6830963018
1.8657232839,0.7538716628,2.8870445061,0.7269063045,1.7895394158,0.6946379363,1.3536152174,1.0288719108,0.6811686978
1.8801079617,0.7524037831,2.8844911909,0.7252174242,1.7876854706,0.6928022938,1.3512988050,1.0284551498,0.6792335067
1.8946035449,0.7509298649,2.8819115578,0.7235212136,1.7858184385,0.6909594529,1.3489695918,1.0280380563,0.6772907619
1.9092108888,0.7494499174,2.8793052530,0.7218176863,1.7839380836,0.6891094407,1.3466273814,1.0276204653,0.6753404983
1.9239308548,0.7479639501,2.8766721074,0.7201068566,1.7820444379,0.6872522853,1.3442721602,1.0272025366,0.6733827515
1.9387643114,0.7464719731,2.8740117884,0.7183887396,1.7801373915,0.6853880156,1.3419038690,1.0267841698,0.6714175586
1.9537121336,0.7449739968,2.8713240910,0.7166633511,1.7782167280,0.6835166616,1.3395224416,1.0263654507,0.6694449575
1.9687752031,0.7434700322,2.8686086468,0.7149307077,1.7762824917,0.6816382541,1.3371279224,1.0259464071,0.6674649876
1.9839544085,0.7419600910,2.8658651916,0.7131908271,1.7743346344,0.6797528250,1.3347202264,1.0255270843,0.6654776892
1.9992506451,0.7404441849,2.8630936307,0.7114437273,1.7723729756,0.6778604070,1.3322991696,1.0251073749,0.6634831040
2.0146648154,0.7389223266,2.8602934170,0.7096894276,1.7703974462,0.6759610339,1.3298648532,1.0246874776,0.6614812746
2.0301978284,0.7373945290,2.8574643612,0.7079279479,1.7684079647,0.6740547405,1.3274171281,1.0242672046,0.6594722450
2.0458506007,0.7358608055,2.8546062732,0.7061593088,1.7664044392,0.6721415623,1.3249561110,1.0238468084,0.6574560603
2.0616240553,0.7343211702,2.8517186546,0.7043835321,1.7643868549,0.6702215361,1.3224817112,1.0234263363,0.6554327668
2.0775191229,0.7327756376,2.8488013744,0.7026006401,1.7623550373,0.6682946996,1.3199935727,1.0230054368,0.6534024121
2.0935367411,0.7312242227,2.8458541048,0.7008106561,1.7603088887,0.6663610915,1.3174920744,1.0225844958,0.6513650449
2.1096778546,0.7296669410,2.8428765965,0.6990136043,1.7582484151,0.6644207512,1.3149768891,1.0221634328,0.6493207152
2.1259434158,0.7281038085,2.8398683660,0.6972095097,1.7561733842,0.6624737197,1.3124480337,1.0217422094,0.6472694740
2.1423343840,0.7265348418,2.8368291855,0.6953983982,1.7540838274,0.6605200384,1.3099054883,1.0213209122,0.6452113737
2.1588517261,0.7249600580,2.8337589550,0.6935802965,1.7519795513,0.6585597501,1.3073491914,1.0208995361,0.6431464681
2.1754964165,0.7233794746,2.8306570959,0.6917552323,1.7498606968,0.6565928984,1.3047790998,1.0204781502,0.6410748119
2.1922694370,0.7217931098,2.8275233984,0.6899232342,1.7477268942,0.6546195282,1.3021951320,1.0200567293,0.6389964611
2.2091717771,0.7202009823,2.8243575543,0.6880843314,1.7455781412,0.6526396850,1.2995972050,1.0196352804,0.6369114731
2.2262044337,0.7186031113,2.8211592817,0.6862385545,1.7434143082,0.6506534156,1.2969853526,1.0192138694,0.6348199065
2.2433684117,0.7169995163,2.8179281282,0.6843859346,1.7412354755,0.6486607679,1.2943595059,1.0187925350,0.6327218210
2.2606647236,0.7153902178,2.8146637726,0.6825265038,1.7390413801,0.6466617906,1.2917195521,1.0183712349,0.6306172776
2.2780943895,0.7137752364,2.8113662283,0.6806602953,1.7368320441,0.6446565335,1.2890654678,1.0179500631,0.6285063387
2.2956584377,0.7121545936,2.8080346712,0.6787873430,1.7346072364,0.6426450476,1.2863973049,1.0175290733,0.6263890677
2.3133579043,0.7105283111,2.8046691781,0.6769076818,1.7323669291,0.6406273847,1.2837147817,1.0171081619,0.6242655294
2.3311938333,0.7088964114,2.8012690306,0.6750213476,1.7301111287,0.6386035978,1.2810180661,1.0166874883,0.6221357899
2.3491672768,0.7072589174,2.7978343105,0.6731283771,1.7278394993,0.6365737409,1.2783070778,1.0162670289,0.6199999164
2.3672792952,0.7056158525,2.7943643689,0.6712288080,1.7255521432,0.6345378689,1.2755815174,1.0158466831,0.6178579775
2.3855309567,0.7039672409,2.7908589107,0.6693226790,1.7232489450,0.6324960381,1.2728416854,1.0154267419,0.6157100428
2.4039233380,0.7023131071,2.7873176637,0.6674100296,1.7209297711,0.6304483053,1.2700872388,1.0150069704,0.6135561835
2.4224575241,0.7006534762,2.7837403297,0.6654909005,1.7185945320,0.6283947289,1.2673182354,1.0145875217,0.6113964716
2.4411346083,0.6989883740,2.7801263809,0.6635653330,1.7162430263,0.6263353680,1.2645346348,1.0141684049,0.6092309809
2.4599556924,0.6973178265,2.7764755026,0.6616333697,1.7138753923,0.6242702827,1.2617363613,1.0137496427,0.6070597858
2.4789218865,0.6956418606,2.7727874422,0.6596950540,1.7114913130,0.6221995345,1.2589233296,1.0133312331,0.6048829625
2.4980343095,0.6939605037,2.7690617163,0.6577504302,1.7090907645,0.6201231854,1.2560956751,1.0129133198,0.6027005881
2.5172940887,0.6922737835,2.7652981627,0.6557995436,1.7066736822,0.6180412990,1.2532530905,1.0124958329,0.6005127410
2.5367023604,0.6905817286,2.7614962387,0.6538424405,1.7042399824,0.6159539396,1.2503955403,1.0120787189,0.5983195009
2.5562602693,0.6888843678,2.7576554871,0.6518791682,1.7017893291,0.6138611725,1.2475231053,1.0116621408,0.5961209485
2.5759689691,0.6871817308,2.7537755996,0.6499097749,1.6993219534,0.6117630641,1.2446356375,1.0112460728,0.5939171661
2.5958296226,0.6854738476,2.7498563337,0.6479343099,1.6968375914,0.6096596820,1.2417330299,1.0108304689,0.5917082367
2.6158434011,0.6837607488,2.7458972498,0.6459528231,1.6943360710,0.6075510946,1.2388154014,1.0104155105,0.5894942450
2.6360114854,0.6820424656,2.7418978179,0.6439653658,1.6918174693,0.6054373714,1.2358824873,1.0100011367,0.5872752764
2.6563350651,0.6803190299,2.7378578696,0.6419719901,1.6892815191,0.6033185828,1.2329343962,1.0095873720,0.5850514180
2.6768153390,0.6785904738,2.7337768841,0.6399727491,1.6867282366,0.6011948004,1.2299710174,1.0091743141,0.5828227575
2.6974535153,0.6768568302,2.7296544651,0.6379676967,1.6841573779,0.5990660967,1.2269921736,1.0087618298,0.5805893843
2.7182508115,0.6751181326,2.7254901886,0.6359568880,1.6815690264,0.5969325452,1.2239978799,1.0083500542,0.5783513886
2.7392084542,0.6733744148,2.7212838459,0.6339403789,1.6789628756,0.5947942205,1.2209881670,1.0079390458,0.5761088619
2.7603276798,0.6716257114,2.7170347552,0.6319182265,1.6763389214,0.5926511978,1.2179628236,1.0075287578,0.5738618967
2.7816097341,0.6698720575,2.7127427053,0.6298904885,1.6736970925,0.5905035539,1.2149219684,1.0071193184,0.5716105868
2.8030558724,0.6681134885,2.7084071727,0.6278572239,1.6710372193,0.5883513660,1.2118652906,1.0067105840,0.5693550270
2.8246673600,0.6663500408,2.7040278304,0.6258184925,1.6683591755,0.5861947126,1.2087928823,1.0063027073,0.5670953131
2.8464454715,0.6645817509,2.6996042967,0.6237743551,1.6656629539,0.5840336731,1.2057046777,1.0058957048,0.5648315422
2.8683914917,0.6628086561,2.6951359427,0.6217248735,1.6629483190,0.5818683277,1.2026005733,1.0054895979,0.5625638123
2.8905067152,0.6610307943,2.6906224799,0.6196701103,1.6602152014,0.5796987577,1.1994805497,1.0050843938,0.5602922224
