# q,training_error,generalization_error,m,sigma,m_hat,q_hat,sigma_hat
2.004936859899078549e-01,7.463902013137680980e-01,3.526841502527492955e-01,4.239047678685792797e-01,3.435504145829201827e-02,1.233893920294672064e+01,1.762177604899332906e+01,1.527475157120450966e+01
2.012648447659996231e-01,7.461934687108069397e-01,3.517982642047713382e-01,4.247332902806141286e-01,3.441383991823467048e-02,1.234193252742955416e+01,1.761906510686665683e+01,1.527753039114571187e+01
2.020389696497520982e-01,7.459966563582589583e-01,3.509120977628690241e-01,4.255634359434415370e-01,3.447273348336294535e-02,1.234492867091102042e+01,1.761635098596112314e+01,1.528031127473045636e+01
2.028160720497038938e-01,7.457997654202573878e-01,3.500256561330300498e-01,4.263952079583369081e-01,3.453172233822748849e-02,1.234792761802983385e+01,1.761363369511714083e+01,1.528309420405533103e+01
2.035961634182742730e-01,7.456027970691198048e-01,3.491389445550332482e-01,4.272286094316204985e-01,3.459080666824945055e-02,1.235092935325411823e+01,1.761091324329869678e+01,1.528587916103885469e+01
2.043792552519318739e-01,7.454057524853888728e-01,3.482519683026154000e-01,4.280636434746582508e-01,3.464998665972774533e-02,1.235393386088021295e+01,1.760818963959432182e+01,1.528866612742027797e+01
2.051653590913641856e-01,7.452086328578760854e-01,3.473647326836371563e-01,4.289003132038635147e-01,3.470926249984645356e-02,1.235694112503141717e+01,1.760546289321801439e+01,1.529145508475830084e+01
2.059544865216478560e-01,7.450114393837014015e-01,3.464772430402534020e-01,4.297386217406972131e-01,3.476863437668220591e-02,1.235995112965679432e+01,1.760273301351024244e+01,1.529424601442987530e+01
2.067466491724190003e-01,7.448141732683393190e-01,3.455895047490805672e-01,4.305785722116692305e-01,3.482810247921167002e-02,1.236296385852989310e+01,1.760000000993892044e+01,1.529703889762890512e+01
2.075418587180447583e-01,7.446168357256593984e-01,3.447015232213683777e-01,4.314201677483381903e-01,3.488766699731906534e-02,1.236597929524753425e+01,1.759726389210035435e+01,1.529983371536502190e+01
2.083401268777955451e-01,7.444194279779694501e-01,3.438133039031689986e-01,4.322634114873132871e-01,3.494732812180377513e-02,1.236899742322854578e+01,1.759452466972027551e+01,1.530263044846231146e+01
2.091414654160174691e-01,7.442219512560593886e-01,3.429248522755091177e-01,4.331083065702541757e-01,3.500708604438802773e-02,1.237201822571249465e+01,1.759178235265480339e+01,1.530542907755802595e+01
2.099458861423058043e-01,7.440244067992440868e-01,3.420361738545634189e-01,4.339548561438711927e-01,3.506694095772455722e-02,1.237504168575843622e+01,1.758903695089144037e+01,1.530822958310131909e+01
2.107534009116793783e-01,7.438267958554075632e-01,3.411472741918247786e-01,4.348030633599272998e-01,3.512689305540450668e-02,1.237806778624362103e+01,1.758628847455008781e+01,1.531103194535194589e+01
2.115640216247546279e-01,7.436291196810445037e-01,3.402581588742813468e-01,4.356529313752366406e-01,3.518694253196517907e-02,1.238109650986222121e+01,1.758353693388408345e+01,1.531383614437898011e+01
2.123777602279214582e-01,7.434313795413070025e-01,3.393688335245897969e-01,4.365044633516658168e-01,3.524708958289796135e-02,1.238412783912404791e+01,1.758078233928116063e+01,1.531664216005949797e+01
2.131946287135191298e-01,7.432335767100469726e-01,3.384793038012502420e-01,4.373576624561344439e-01,3.530733440465636669e-02,1.238716175635324390e+01,1.757802470126452121e+01,1.531944997207727965e+01
2.140146391200130616e-01,7.430357124698603322e-01,3.375895753987837589e-01,4.382125318606146513e-01,3.536767719466400728e-02,1.239019824368699751e+01,1.757526403049383745e+01,1.532225955992150013e+01
2.148378035321721058e-01,7.428377881121324133e-01,3.366996540479096911e-01,4.390690747421311935e-01,3.542811815132277525e-02,1.239323728307419969e+01,1.757250033776633202e+01,1.532507090288537377e+01
2.156641340812470997e-01,7.426398049370819265e-01,3.358095455157217302e-01,4.399272942827626709e-01,3.548865747402101672e-02,1.239627885627415971e+01,1.756973363401773724e+01,1.532788398006485941e+01
2.164936429451489175e-01,7.424417642538054807e-01,3.349192556058693260e-01,4.407871936696398096e-01,3.554929536314169192e-02,1.239932294485526931e+01,1.756696393032344972e+01,1.533069877035731565e+01
2.173263423486285484e-01,7.422436673803228802e-01,3.340287901587352115e-01,4.416487760949466823e-01,3.561003202007079899e-02,1.240236953019365984e+01,1.756419123789948600e+01,1.533351525246012592e+01
2.181622445634568974e-01,7.420455156436225330e-01,3.331381550516173684e-01,4.425120447559197645e-01,3.567086764720568681e-02,1.240541859347187348e+01,1.756141556810361948e+01,1.533633340486939289e+01
2.190013619086058627e-01,7.418473103797064150e-01,3.322473561989095492e-01,4.433770028548481568e-01,3.573180244796353433e-02,1.240847011567751501e+01,1.755863693243643198e+01,1.533915320587853515e+01
2.198437067504296905e-01,7.416490529336353665e-01,3.313563995522838534e-01,4.442436535990729185e-01,3.579283662678984373e-02,1.241152407760188936e+01,1.755585534254234759e+01,1.534197463357694424e+01
2.206892915028476065e-01,7.414507446595762774e-01,3.304652911008729155e-01,4.451120002009873455e-01,3.585397038916707940e-02,1.241458045983865333e+01,1.755307081021074822e+01,1.534479766584861515e+01
2.215381286275262263e-01,7.412523869208463845e-01,3.295740368714551449e-01,4.459820458780355268e-01,3.591520394162328600e-02,1.241763924278243003e+01,1.755028334737705009e+01,1.534762228037073939e+01
2.223902306340635182e-01,7.410539810899592350e-01,3.286826429286382467e-01,4.468537938527126219e-01,3.597653749174080373e-02,1.242070040662744468e+01,1.754749296612382992e+01,1.535044845461233187e+01
2.232456100801731569e-01,7.408555285486725372e-01,3.277911153750463491e-01,4.477272473525634178e-01,3.603797124816510850e-02,1.242376393136613366e+01,1.754469967868190494e+01,1.535327616583284183e+01
2.241042795718695135e-01,7.406570306880337906e-01,3.268994603515038566e-01,4.486024096101828285e-01,3.609950542061363815e-02,1.242682979678775901e+01,1.754190349743139521e+01,1.535610539108073347e+01
2.249662517636533410e-01,7.404584889084265820e-01,3.260076840372256868e-01,4.494792838632138410e-01,3.616114021988475757e-02,1.242989798247701216e+01,1.753910443490291371e+01,1.535893610719209335e+01
2.258315393586987907e-01,7.402599046196175481e-01,3.251157926500028994e-01,4.503578733543479595e-01,3.622287585786683473e-02,1.243296846781258225e+01,1.753630250377861088e+01,1.536176829078918082e+01
2.267001551090398748e-01,7.400612792408048923e-01,3.242237924463938770e-01,4.512381813313229850e-01,3.628471254754717795e-02,1.243604123196578470e+01,1.753349771689340386e+01,1.536460191827903898e+01
2.275721118157587874e-01,7.398626142006626827e-01,3.233316897219133956e-01,4.521202110469226820e-01,3.634665050302136879e-02,1.243911625389909048e+01,1.753069008723598188e+01,1.536743696585202734e+01
2.284474223291745876e-01,7.396639109373920329e-01,3.224394908112233615e-01,4.530039657589756130e-01,3.640868993950235194e-02,1.244219351236474402e+01,1.752787962795007815e+01,1.537027340948041143e+01
2.293260995490325194e-01,7.394651708987649563e-01,3.215472020883238802e-01,4.538894487303543057e-01,3.647083107332983742e-02,1.244527298590329600e+01,1.752506635233548593e+01,1.537311122491689552e+01
2.302081564246939438e-01,7.392663955421743260e-01,3.206548299667477675e-01,4.547766632289730881e-01,3.653307412197964732e-02,1.244835465284216802e+01,1.752225027384931977e+01,1.537595038769315714e+01
2.310936059553277411e-01,7.390675863346827246e-01,3.197623808997518968e-01,4.556656125277879221e-01,3.659541930407320814e-02,1.245143849129420133e+01,1.751943140610712746e+01,1.537879087311841531e+01
2.319824611901011302e-01,7.388687447530679631e-01,3.188698613805133197e-01,4.565562999047939052e-01,3.665786683938702939e-02,1.245452447915619487e+01,1.751660976288406601e+01,1.538163265627792420e+01
2.328747352283724037e-01,7.386698722838725972e-01,3.179772779423237772e-01,4.574487286430243271e-01,3.672041694886235552e-02,1.245761259410744870e+01,1.751378535811606696e+01,1.538447571203152897e+01
2.337704412198839676e-01,7.384709704234553307e-01,3.170846371587856538e-01,4.583429020305491708e-01,3.678306985461486656e-02,1.246070281360827359e+01,1.751095820590101582e+01,1.538732001501215052e+01
2.346695923649560755e-01,7.382720406780345357e-01,3.161919456440099863e-01,4.592388233604730585e-01,3.684582577994439251e-02,1.246379511489852376e+01,1.750812832049997780e+01,1.539016553962431111e+01
2.355722019146812285e-01,7.380730845637413218e-01,3.152992100528140273e-01,4.601364959309335867e-01,3.690868494934482213e-02,1.246688947499609057e+01,1.750529571633832049e+01,1.539301226004261380e+01
2.364782831711199351e-01,7.378741036066664982e-01,3.144064370809200870e-01,4.610359230450999379e-01,3.697164758851399086e-02,1.246998587069542097e+01,1.750246040800698211e+01,1.539586015021025922e+01
2.373878494874960832e-01,7.376750993429120884e-01,3.135136334651553169e-01,4.619371080111703831e-01,3.703471392436367277e-02,1.247308427856601121e+01,1.749962241026366883e+01,1.539870918383751075e+01
2.383009142683941983e-01,7.374760733186381811e-01,3.126208059836536046e-01,4.628400541423702830e-01,3.709788418502973223e-02,1.247618467495087202e+01,1.749678173803400583e+01,1.540155933440016689e+01
2.392174909699567864e-01,7.372770270901148892e-01,3.117279614560561907e-01,4.637447647569503117e-01,3.716115859988213671e-02,1.247928703596505073e+01,1.749393840641286602e+01,1.540441057513806378e+01
2.401375931000828134e-01,7.370779622237707551e-01,3.108351067437145621e-01,4.646512431781841257e-01,3.722453739953543450e-02,1.248239133749404317e+01,1.749109243066548203e+01,1.540726287905347114e+01
2.410612342186264356e-01,7.368788802962443762e-01,3.099422487498949552e-01,4.655594927343657541e-01,3.728802081585879530e-02,1.248549755519233173e+01,1.748824382622877494e+01,1.541011621890962147e+01
2.419884279375975056e-01,7.366797828944334769e-01,3.090493944199816378e-01,4.664695167588079339e-01,3.735160908198670998e-02,1.248860566448177067e+01,1.748539260871256573e+01,1.541297056722910064e+01
2.429191879213613847e-01,7.364806716155454236e-01,3.081565507416836880e-01,4.673813185898388345e-01,3.741530243232924630e-02,1.249171564055008510e+01,1.748253879390080101e+01,1.541582589629231315e+01
2.438535278868407263e-01,7.362815480671482948e-01,3.072637247452409404e-01,4.682949015707998930e-01,3.747910110258275557e-02,1.249482745834928110e+01,1.747968239775282129e+01,1.541868217813589226e+01
2.447914616037176472e-01,7.360824138672233952e-01,3.063709235036320422e-01,4.692102690500428164e-01,3.754300532974047533e-02,1.249794109259410035e+01,1.747682343640465419e+01,1.542153938455114570e+01
2.457330028946365930e-01,7.358832706442127725e-01,3.054781541327813432e-01,4.701274243809276387e-01,3.760701535210326379e-02,1.250105651776044269e+01,1.747396192617024724e+01,1.542439748708247116e+01
2.466781656354078422e-01,7.356841200370736189e-01,3.045854237917706153e-01,4.710463709218186135e-01,3.767113140929050780e-02,1.250417370808375850e+01,1.747109788354275395e+01,1.542725645702571846e+01
2.476269637552126479e-01,7.354849636953288972e-01,3.036927396830471082e-01,4.719671120360827699e-01,3.773535374225092665e-02,1.250729263755749798e+01,1.746823132519584121e+01,1.543011626542664949e+01
2.485794112368076292e-01,7.352858032791179665e-01,3.028001090526369898e-01,4.728896510920853058e-01,3.779968259327363272e-02,1.251041327993148222e+01,1.746536226798492919e+01,1.543297688307929505e+01
2.495355221167314674e-01,7.350866404592498737e-01,3.019075391903560668e-01,4.738139914631877003e-01,3.786411820599917821e-02,1.251353560871032577e+01,1.746249072894855559e+01,1.543583828052436502e+01
2.504953104855114909e-01,7.348874769172544230e-01,3.010150374300247234e-01,4.747401365277433838e-01,3.792866082543078915e-02,1.251665959715179000e+01,1.745961672530962261e+01,1.543870042804758036e+01
2.514587904878715641e-01,7.346883143454348009e-01,3.001226111496804183e-01,4.756680896690955729e-01,3.799331069794557175e-02,1.251978521826518609e+01,1.745674027447673282e+01,1.544156329567808861e+01
2.524259763229400599e-01,7.344891544469211997e-01,2.992302677717948445e-01,4.765978542755726077e-01,3.805806807130585057e-02,1.252291244480974797e+01,1.745386139404552495e+01,1.544442685318680830e+01
2.533968822444599978e-01,7.342899989357213331e-01,2.983380147634889790e-01,4.775294337404855094e-01,3.812293319467065927e-02,1.252604124929298557e+01,1.745098010179996706e+01,1.544729107008477875e+01
2.543715225609981534e-01,7.340908495367746145e-01,2.974458596367512975e-01,4.784628314621234280e-01,3.818790631860723150e-02,1.252917160396903284e+01,1.744809641571371372e+01,1.545015591562150270e+01
2.553499116361563903e-01,7.338917079860055592e-01,2.965538099486555446e-01,4.793980508437504229e-01,3.825298769510259572e-02,1.253230348083703127e+01,1.744521035395142050e+01,1.545302135878331207e+01
2.563320638887833791e-01,7.336925760303748545e-01,2.956618733015804468e-01,4.803350952936014662e-01,3.831817757757535747e-02,1.253543685163942101e+01,1.744232193487014015e+01,1.545588736829165377e+01
2.573179937931869277e-01,7.334934554279354257e-01,2.947700573434301474e-01,4.812739682248783901e-01,3.838347622088744693e-02,1.253857168786030307e+01,1.743943117702060874e+01,1.545875391260144660e+01
2.583077158793472550e-01,7.332943479478856164e-01,2.938783697678552520e-01,4.822146730557460015e-01,3.844888388135592888e-02,1.254170796072378380e+01,1.743653809914867736e+01,1.546162095989940966e+01
2.593012447331317083e-01,7.330952553706213681e-01,2.929868183144758720e-01,4.831572132093279182e-01,3.851440081676520827e-02,1.254484564119224288e+01,1.743364272019660888e+01,1.546448847810232152e+01
2.602985949965087586e-01,7.328961794877922875e-01,2.920954107691048351e-01,4.841015921137019618e-01,3.858002728637887485e-02,1.254798469996467958e+01,1.743074505930451679e+01,1.546735643485536471e+01
2.612997813677644388e-01,7.326971221023536041e-01,2.912041549639725613e-01,4.850478132018959387e-01,3.864576355095201282e-02,1.255112510747499854e+01,1.742784513581172590e+01,1.547022479753038837e+01
2.623048186017187255e-01,7.324980850286233469e-01,2.903130587779522154e-01,4.859958799118832551e-01,3.871160987274341325e-02,1.255426683389030984e+01,1.742494296925812236e+01,1.547309353322421721e+01
2.633137215099432549e-01,7.322990700923338592e-01,2.894221301367860821e-01,4.869457956865785864e-01,3.877756651552796002e-02,1.255740984910921831e+01,1.742203857938563161e+01,1.547596260875691776e+01
2.643265049609790363e-01,7.321000791306903066e-01,2.885313770133146050e-01,4.878975639738322156e-01,3.884363374460902962e-02,1.256055412276009520e+01,1.741913198613954350e+01,1.547883199067007176e+01
2.653431838805564991e-01,7.319011139924221920e-01,2.876408074277040927e-01,4.888511882264262032e-01,3.890981182683116851e-02,1.256369962419934971e+01,1.741622320966997961e+01,1.548170164522502645e+01
2.663637732518143730e-01,7.317021765378403098e-01,2.867504294476763693e-01,4.898066719020690019e-01,3.897610103059261782e-02,1.256684632250969358e+01,1.741331227033325391e+01,1.548457153840116263e+01
2.673882881155212887e-01,7.315032686388925898e-01,2.858602511887402553e-01,4.907640184633905167e-01,3.904250162585807399e-02,1.256999418649840550e+01,1.741039918869336489e+01,1.548744163589415024e+01
2.684167435702971005e-01,7.313043921792176105e-01,2.849702808144238819e-01,4.917232313779366093e-01,3.910901388417160895e-02,1.257314318469556902e+01,1.740748398552337761e+01,1.549031190311416850e+01
2.694491547728355418e-01,7.311055490542029967e-01,2.840805265365066723e-01,4.926843141181644348e-01,3.917563807866957654e-02,1.257629328535230862e+01,1.740456668180689093e+01,1.549318230518413486e+01
2.704855369381273245e-01,7.309067411710400419e-01,2.831909966152549862e-01,4.936472701614361691e-01,3.924237448409365753e-02,1.257944445643902398e+01,1.740164729873945149e+01,1.549605280693794462e+01
2.715259053396849587e-01,7.307079704487791094e-01,2.823016993596559332e-01,4.946121029900145127e-01,3.930922337680396728e-02,1.258259666564363854e+01,1.739872585773006364e+01,1.549892337291870170e+01
2.725702753097671849e-01,7.305092388183888064e-01,2.814126431276542384e-01,4.955788160910564732e-01,3.937618503479237836e-02,1.258574988036977871e+01,1.739580238040256788e+01,1.550179396737688542e+01
2.736186622396052370e-01,7.303105482228082757e-01,2.805238363263902746e-01,4.965474129566074812e-01,3.944325973769582244e-02,1.258890406773500814e+01,1.739287688859719339e+01,1.550466455426858836e+01
2.746710815796296057e-01,7.301119006170082582e-01,2.796352874124383714e-01,4.975178970835956171e-01,3.951044776680970316e-02,1.259205919456903366e+01,1.738994940437197911e+01,1.550753509725370094e+01
2.757275488396978558e-01,7.299132979680452715e-01,2.787470048920452914e-01,4.984902719738262822e-01,3.957774940510155881e-02,1.259521522741187027e+01,1.738701995000426948e+01,1.551040555969408352e+01
2.767880795893229440e-01,7.297147422551206741e-01,2.778589973213735353e-01,4.994645411339747043e-01,3.964516493722458623e-02,1.259837213251206656e+01,1.738408854799222425e+01,1.551327590465178119e+01
2.778526894579032014e-01,7.295162354696358431e-01,2.769712733067402066e-01,5.004407080755814974e-01,3.971269464953151168e-02,1.260152987582486261e+01,1.738115522105626809e+01,1.551614609488715679e+01
2.789213941349519277e-01,7.293177796152512382e-01,2.760838415048629257e-01,5.014187763150445010e-01,3.978033883008842697e-02,1.260468842301034620e+01,1.737821999214063240e+01,1.551901609285706840e+01
2.799942093703291501e-01,7.291193767079450216e-01,2.751967106231023585e-01,5.023987493736133958e-01,3.984809776868868114e-02,1.260784773943166215e+01,1.737528288441485103e+01,1.552188586071305210e+01
2.810711509744736047e-01,7.289210287760684581e-01,2.743098894197077420e-01,5.033806307773829314e-01,3.991597175686707050e-02,1.261100779015313122e+01,1.737234392127527727e+01,1.552475536029944081e+01
2.821522348186355500e-01,7.287227378604060890e-01,2.734233867040637977e-01,5.043644240572858761e-01,3.998396108791398007e-02,1.261416853993840270e+01,1.736940312634662931e+01,1.552762455315150625e+01
2.832374768351109129e-01,7.285245060142322426e-01,2.725372113369382010e-01,5.053501327490863559e-01,4.005206605688967775e-02,1.261732995324861584e+01,1.736646052348346103e+01,1.553049340049361327e+01
2.843268930174762121e-01,7.283263353033729848e-01,2.716513722307302703e-01,5.063377603933729709e-01,4.012028696063867084e-02,1.262049199424052937e+01,1.736351613677178563e+01,1.553336186323736001e+01
2.854204994208238144e-01,7.281282278062602975e-01,2.707658783497206567e-01,5.073273105355515789e-01,4.018862409780429162e-02,1.262365462676462613e+01,1.736056999053056060e+01,1.553622990197964349e+01
2.865183121619988005e-01,7.279301856139940297e-01,2.698807387103237532e-01,5.083187867258375237e-01,4.025707776884328987e-02,1.262681781436325856e+01,1.735762210931323324e+01,1.553909747700082455e+01
2.876203474198364973e-01,7.277322108304007386e-01,2.689959623813376610e-01,5.093121925192494182e-01,4.032564827604052243e-02,1.262998152026875509e+01,1.735467251790934284e+01,1.554196454826282725e+01
2.887266214354008986e-01,7.275343055720914220e-01,2.681115584842001520e-01,5.103075314756003733e-01,4.039433592352385111e-02,1.263314570740152121e+01,1.735172124134606264e+01,1.554483107540722209e+01
2.898371505122238623e-01,7.273364719685229129e-01,2.672275361932416327e-01,5.113048071594911148e-01,4.046314101727906121e-02,1.263631033836813344e+01,1.734876830488977362e+01,1.554769701775331825e+01
2.909519510165458622e-01,7.271387121620560556e-01,2.663439047359416612e-01,5.123040231403021005e-01,4.053206386516495369e-02,1.263947537545944577e+01,1.734581373404764904e+01,1.555056233429626467e+01
2.920710393775564628e-01,7.269410283080159907e-01,2.654606733931867413e-01,5.133051829921848608e-01,4.060110477692849273e-02,1.264264078064865160e+01,1.734285755456922473e+01,1.555342698370511556e+01
2.931944320876370136e-01,7.267434225747535503e-01,2.645778514995256736e-01,5.143082902940556700e-01,4.067026406422010604e-02,1.264580651558939017e+01,1.733989979244800850e+01,1.555629092432091198e+01
2.943221457026033994e-01,7.265458971437021019e-01,2.636954484434331780e-01,5.153133486295851107e-01,4.073954204060915851e-02,1.264897254161377127e+01,1.733694047392307880e+01,1.555915411415472605e+01
2.954541968419502340e-01,7.263484542094419405e-01,2.628134736675676320e-01,5.163203615871913010e-01,4.080893902159934972e-02,1.265213881973048515e+01,1.733397962548068705e+01,1.556201651088573534e+01
2.965906021890953870e-01,7.261510959797593534e-01,2.619319366690338047e-01,5.173293327600307911e-01,4.087845532464443044e-02,1.265530531062283082e+01,1.733101727385590607e+01,1.556487807185927430e+01
2.977313784916267858e-01,7.259538246757055724e-01,2.610508469996458691e-01,5.183402657459904583e-01,4.094809126916402336e-02,1.265847197464676199e+01,1.732805344603413999e+01,1.556773875408486951e+01
2.988765425615479976e-01,7.257566425316606118e-01,2.601702142661916350e-01,5.193531641476781813e-01,4.101784717655933971e-02,1.266163877182894737e+01,1.732508816925290418e+01,1.557059851423427510e+01
3.000261112755268633e-01,7.255595517953929985e-01,2.592900481306987248e-01,5.203680315724140693e-01,4.108772337022929128e-02,1.266480566186478462e+01,1.732212147100336352e+01,1.557345730863950450e+01
3.011801015751437993e-01,7.253625547281212782e-01,2.584103583107017488e-01,5.213848716322210253e-01,4.115772017558658180e-02,1.266797260411643578e+01,1.731915337903197027e+01,1.557631509329084984e+01
3.023385304671417639e-01,7.251656536045755219e-01,2.575311545795073709e-01,5.224036879438171965e-01,4.122783792007386761e-02,1.267113955761086252e+01,1.731618392134214801e+01,1.557917182383492616e+01
3.035014150236765018e-01,7.249688507130596093e-01,2.566524467664685338e-01,5.234244841286039840e-01,4.129807693318023054e-02,1.267430648103780122e+01,1.731321312619596142e+01,1.558202745557262148e+01
3.046687723825688421e-01,7.247721483555121802e-01,2.557742447572505240e-01,5.244472638126591590e-01,4.136843754645753990e-02,1.267747333274782306e+01,1.731024102211569371e+01,1.558488194345717304e+01
3.058406197475564414e-01,7.245755488475696948e-01,2.548965584941051410e-01,5.254720306267256502e-01,4.143892009353710576e-02,1.268064007075028066e+01,1.730726763788561229e+01,1.558773524209209782e+01
3.070169743885476366e-01,7.243790545186277186e-01,2.540193979761438681e-01,5.264987882062018842e-01,4.150952491014636703e-02,1.268380665271134511e+01,1.730429300255356395e+01,1.559058730572922435e+01
3.081978536418762404e-01,7.241826677119050926e-01,2.531427732596119862e-01,5.275275401911321271e-01,4.158025233412579458e-02,1.268697303595195081e+01,1.730131714543271215e+01,1.559343808826664635e+01
3.093832749105566715e-01,7.239863907845044411e-01,2.522666944581630211e-01,5.285582902261968252e-01,4.165110270544573196e-02,1.269013917744582898e+01,1.729834009610318191e+01,1.559628754324674738e+01
3.105732556645404152e-01,7.237902261074765642e-01,2.513911717431376314e-01,5.295910419607013919e-01,4.172207636622361077e-02,1.269330503381742936e+01,1.729536188441377575e+01,1.559913562385411012e+01
3.117678134409740953e-01,7.235941760658821664e-01,2.505162153438407757e-01,5.306257990485666598e-01,4.179317366074110363e-02,1.269647056133992891e+01,1.729238254048366841e+01,1.560198228291353217e+01
3.129669658444569902e-01,7.233982430588570267e-01,2.496418355478216555e-01,5.316625651483176673e-01,4.186439493546149915e-02,1.269963571593314988e+01,1.728940209470410139e+01,1.560482747288794059e+01
3.141707305473011025e-01,7.232024294996731717e-01,2.487680427011537687e-01,5.327013439230736669e-01,4.193574053904709775e-02,1.270280045316157214e+01,1.728642057774012031e+01,1.560767114587639526e+01
3.153791252897913955e-01,7.230067378158039348e-01,2.478948472087195709e-01,5.337421390405359123e-01,4.200721082237693360e-02,1.270596472823221390e+01,1.728343802053225176e+01,1.561051325361197684e+01
3.165921678804473616e-01,7.228111704489864620e-01,2.470222595344906957e-01,5.347849541729783329e-01,4.207880613856437163e-02,1.270912849599263694e+01,1.728045445429826188e+01,1.561335374745978299e+01
3.178098761962851460e-01,7.226157298552872144e-01,2.461502902018151695e-01,5.358297929972349882e-01,4.215052684297504459e-02,1.271229171092883448e+01,1.727746991053487946e+01,1.561619257841480568e+01
3.190322681830818352e-01,7.224204185051640303e-01,2.452789497937021279e-01,5.368766591946898536e-01,4.222237329324481092e-02,1.271545432716320256e+01,1.727448442101951187e+01,1.561902969709992028e+01
3.202593618556388022e-01,7.222252388835326276e-01,2.444082489531111402e-01,5.379255564512638310e-01,4.229434584929790686e-02,1.271861629845241914e+01,1.727149801781202854e+01,1.562186505376375045e+01
3.214911752980479376e-01,7.220301934898291085e-01,2.435381983832390906e-01,5.389764884574044235e-01,4.236644487336511250e-02,1.272177757818540655e+01,1.726851073325645558e+01,1.562469859827862884e+01
3.227277266639578812e-01,7.218352848380754638e-01,2.426688088478119454e-01,5.400294589080729679e-01,4.243867073000220924e-02,1.272493811938121766e+01,1.726552259998278060e+01,1.562753028013847967e+01
3.239690341768416970e-01,7.216405154569442981e-01,2.418000911713750756e-01,5.410844715027333107e-01,4.251102378610847193e-02,1.272809787468694331e+01,1.726253365090866509e+01,1.563036004845673332e+01
3.252151161302653248e-01,7.214458878898238892e-01,2.409320562395874665e-01,5.421415299453389292e-01,4.258350441094529981e-02,1.273125679637562868e+01,1.725954391924126341e+01,1.563318785196423910e+01
3.264659908881575867e-01,7.212514046948818036e-01,2.400647149995152607e-01,5.432006379443211630e-01,4.265611297615508335e-02,1.273441483634414340e+01,1.725655343847892453e+01,1.563601363900712293e+01
3.277216768850800266e-01,7.210570684451336199e-01,2.391980784599277987e-01,5.442617992125761139e-01,4.272884985577994621e-02,1.273757194611110499e+01,1.725356224241305370e+01,1.563883735754472504e+01
3.289821926264991925e-01,7.208628817285038792e-01,2.383321576915941042e-01,5.453250174674525441e-01,4.280171542628102149e-02,1.274072807681472597e+01,1.725057036512982833e+01,1.564165895514743987e+01
3.302475566890592518e-01,7.206688471478962521e-01,2.374669638275825889e-01,5.463902964307383314e-01,4.287471006655745043e-02,1.274388317921072655e+01,1.724757784101201707e+01,1.564447837899462712e+01
3.315177877208556612e-01,7.204749673212550443e-01,2.366025080635600353e-01,5.474576398286478129e-01,4.294783415796586679e-02,1.274703720367018178e+01,1.724458470474073835e+01,1.564729557587246589e+01
3.327929044417098359e-01,7.202812448816344748e-01,2.357388016580926893e-01,5.485270513918085733e-01,4.302108808433972170e-02,1.275019010017740761e+01,1.724159099129731842e+01,1.565011049217182304e+01
3.340729256434458727e-01,7.200876824772629581e-01,2.348758559329498508e-01,5.495985348552480110e-01,4.309447223200908034e-02,1.275334181832780978e+01,1.723859673596505004e+01,1.565292307388611981e+01
3.353578701901662185e-01,7.198942827716104942e-01,2.340136822734072974e-01,5.506720939583794605e-01,4.316798698982016874e-02,1.275649230732575923e+01,1.723560197433101138e+01,1.565573326660920728e+01
3.366477570185304469e-01,7.197010484434535060e-01,2.331522921285538175e-01,5.517477324449883147e-01,4.324163274915539951e-02,1.275964151598242502e+01,1.723260674228789568e+01,1.565854101553318323e+01
3.379426051380343687e-01,7.195079821869430070e-01,2.322916970115956325e-01,5.528254540632193681e-01,4.331540990395338353e-02,1.276278939271363377e+01,1.722961107603580899e+01,1.566134626544627473e+01
3.392424336312898636e-01,7.193150867116702152e-01,2.314319085001693144e-01,5.539052625655602746e-01,4.338931885072905975e-02,1.276593588553771852e+01,1.722661501208411039e+01,1.566414896073066210e+01
3.405472616543061548e-01,7.191223647427351651e-01,2.305729382366470404e-01,5.549871617088295572e-01,4.346335998859407468e-02,1.276908094207334088e+01,1.722361858725324169e+01,1.566694904536032773e+01
3.418571084367726387e-01,7.189298190208116557e-01,2.297147979284511754e-01,5.560711552541607317e-01,4.353753371927717580e-02,1.277222450953735056e+01,1.722062183867656415e+01,1.566974646289889783e+01
3.431719932823414920e-01,7.187374523022149742e-01,2.288574993483644127e-01,5.571572469669885397e-01,4.361184044714494501e-02,1.277536653474258266e+01,1.721762480380215976e+01,1.567254115649744861e+01
3.444919355689124996e-01,7.185452673589710626e-01,2.280010543348472418e-01,5.582454406170326289e-01,4.368628057922237934e-02,1.277850696409571718e+01,1.721462752039474609e+01,1.567533306889237110e+01
3.458169547489188811e-01,7.183532669788811331e-01,2.271454747923510875e-01,5.593357399782838968e-01,4.376085452521399216e-02,1.278164574359505679e+01,1.721163002653747043e+01,1.567812214240314539e+01
3.471470703496135068e-01,7.181614539655920559e-01,2.262907726916362772e-01,5.604281488289886148e-01,4.383556269752466455e-02,1.278478281882840228e+01,1.720863236063378920e+01,1.568090831893021964e+01
3.484823019733569449e-01,7.179698311386615295e-01,2.254369600700913967e-01,5.615226709516327741e-01,4.391040551128102404e-02,1.278791813497080909e+01,1.720563456140929048e+01,1.568369153995275767e+01
