# q,training_error,generalization_error,m,sigma,m_hat,q_hat,sigma_hat
4.926791551971438921e+00,9.737891352888958796e-01,1.967768058717128010e+00,1.979511746627155455e+00,2.282645957388846347e-01,8.672005136055128460e+00,1.935188764574906983e+01,1.081424438794338094e+01
4.945741468147196507e+00,9.753465966146059873e-01,1.980937711440925231e+00,1.982401878353135638e+00,2.290515359848695753e-01,8.654829009677920126e+00,1.936208685520308492e+01,1.079505727203093457e+01
4.964764271377192451e+00,9.769087303549695012e-01,1.994180576804463367e+00,1.985291847286364542e+00,2.298413880816220778e-01,8.637660361593974656e+00,1.937227779241941050e+01,1.077587555309503031e+01
4.983860242006870500e+00,9.784755359171904976e-01,2.007496983981808647e+00,1.988181629012530927e+00,2.306341576989059949e-01,8.620499447476083432e+00,1.938246031253799018e+01,1.075669949614746734e+01
5.003029661459969191e+00,9.800470126773827007e-01,2.020887263322072247e+00,1.991071199068948472e+00,2.314298504789200073e-01,8.603346521413007153e+00,1.939263427198717693e+01,1.073752936465069929e+01
5.022272812242664308e+00,9.816231599807536679e-01,2.034351746351686252e+00,1.993960532945489028e+00,2.322284720361356414e-01,8.586201835902450341e+00,1.940279952848481670e+01,1.071836542051057428e+01
5.041589977947732670e+00,9.832039771417964147e-01,2.047890765776708033e+00,1.996849606085512319e+00,2.330300279571362598e-01,8.569065641844298753e+00,1.941295594103933908e+01,1.069920792406934318e+01
5.060981443258746104e+00,9.847894634444742668e-01,2.061504655485108639e+00,1.999738393886818733e+00,2.338345238004578275e-01,8.551938188534089491e+00,1.942310336995067388e+01,1.068005713409891833e+01
5.080447493954242333e+00,9.863796181424090426e-01,2.075193750549067850e+00,2.002626871702587241e+00,2.346419650964315096e-01,8.534819723656685397e+00,1.943324167681093684e+01,1.066091330779430635e+01
5.099988416911952704e+00,9.879744404590673490e-01,2.088958387227273228e+00,2.005515014842339738e+00,2.354523573470286291e-01,8.517710493280178596e+00,1.944337072450515436e+01,1.064177670076728965e+01
5.119604500113025480e+00,9.895739295879418806e-01,2.102798902967207617e+00,2.008402798572908932e+00,2.362657060257072339e-01,8.500610741850032070e+00,1.945349037721146601e+01,1.062264756704033708e+01
5.139296032646273105e+00,9.911780846927414901e-01,2.116715636407471735e+00,2.011290198119400685e+00,2.370820165772607457e-01,8.483520712183404200e+00,1.946360050040176048e+01,1.060352615904069218e+01
5.159063304712427467e+00,9.927869049075739305e-01,2.130708927380066342e+00,2.014177188666180562e+00,2.379012944176684963e-01,8.466440645463723769e+00,1.947370096084160451e+01,1.058441272759472440e+01
5.178906607628421810e+00,9.944003893371251568e-01,2.144779116912710393e+00,2.017063745357855709e+00,2.387235449339482340e-01,8.449370781235471028e+00,1.948379162659036012e+01,1.056530752192245792e+01
5.198826233831678856e+00,9.960185370568459540e-01,2.158926547231144966e+00,2.019949843300266945e+00,2.395487734840103522e-01,8.432311357399191465e+00,1.949387236700110648e+01,1.054621078963237046e+01
5.218822476884425576e+00,9.976413471131329036e-01,2.173151561761444306e+00,2.022835457561490635e+00,2.403769853965153913e-01,8.415262610206669436e+00,1.950394305272026685e+01,1.052712277671631647e+01
5.238895631478016846e+00,9.992688185235074627e-01,2.187454505132332194e+00,2.025720563172842326e+00,2.412081859707316533e-01,8.398224774256396685e+00,1.951400355568738831e+01,1.050804372754475402e+01
5.259045993437276856e+00,1.000900950276795154e+00,2.201835723177497428e+00,2.028605135129889714e+00,2.420423804763970621e-01,8.381198082489156320e+00,1.952405374913449521e+01,1.048897388486209969e+01
5.279273859724858298e+00,1.002537741333310306e+00,2.216295562937918184e+00,2.031489148393470057e+00,2.428795741535804964e-01,8.364182766183931861e+00,1.953409350758549934e+01,1.046991348978238534e+01
5.299579528445635290e+00,1.004179190625027696e+00,2.230834372664195264e+00,2.034372577890720013e+00,2.437197722125489241e-01,8.347179054953883792e+00,1.954412270685537223e+01,1.045086278178500017e+01
5.319963298851067002e+00,1.005825297055762846e+00,2.245452501818864022e+00,2.037255398516101490e+00,2.445629798336324823e-01,8.330187176742668953e+00,1.955414122404930666e+01,1.043182199871075966e+01
5.340425471343628772e+00,1.007476059501349663e+00,2.260150301078741819e+00,2.040137585132443476e+00,2.454092021670949419e-01,8.313207357820871835e+00,1.956414893756157269e+01,1.041279137675809352e+01
5.360966347481234351e+00,1.009131476809814076e+00,2.274928122337262160e+00,2.043019112571986096e+00,2.462584443330048389e-01,8.296239822782679241e+00,1.957414572707439859e+01,1.039377115047947164e+01
5.381586229981676794e+00,1.010791547801547230e+00,2.289786318706819479e+00,2.045899955637428658e+00,2.471107114211094358e-01,8.279284794542732584e+00,1.958413147355670247e+01,1.037476155277801659e+01
5.402285422727097774e+00,1.012456271269484009e+00,2.304725244521121041e+00,2.048780089102988367e+00,2.479660084907105710e-01,8.262342494333212883e+00,1.959410605926260729e+01,1.035576281490432393e+01
5.423064230768455118e+00,1.014125645979270685e+00,2.319745255337535284e+00,2.051659487715459917e+00,2.488243405705428124e-01,8.245413141701085635e+00,1.960406936772992026e+01,1.033677516645347083e+01
5.443922960330027649e+00,1.015799670669439658e+00,2.334846707939451704e+00,2.054538126195287973e+00,2.496857126586539133e-01,8.228496954505574834e+00,1.961402128377850573e+01,1.031779883536222542e+01
5.464861918813922692e+00,1.017478344051577777e+00,2.350029960338655854e+00,2.057415979237633419e+00,2.505501297222878510e-01,8.211594148915798641e+00,1.962396169350846975e+01,1.029883404790644619e+01
5.485881414804610223e+00,1.019161664810498635e+00,2.365295371777689226e+00,2.060293021513460499e+00,2.514175966977701959e-01,8.194704939408614663e+00,1.963389048429823802e+01,1.027988102869865905e+01
5.506981758073465905e+00,1.020849631604407115e+00,2.380643302732231348e+00,2.063169227670617278e+00,2.522881184903942864e-01,8.177829538766690831e+00,1.964380754480256286e+01,1.026094000068586887e+01
5.528163259583334543e+00,1.022542243065069911e+00,2.396074114913483655e+00,2.066044572334925444e+00,2.531616999743127594e-01,8.160968158076670420e+00,1.965371276495038799e+01,1.024201118514749176e+01
5.549426231493134409e+00,1.024239497797981846e+00,2.411588171270572900e+00,2.068919030111280755e+00,2.540383459924289711e-01,8.144121006727621292e+00,1.966360603594258905e+01,1.022309480169351836e+01
5.570770987162422472e+00,1.025941394382529737e+00,2.427185835992929697e+00,2.071792575584746388e+00,2.549180613562914699e-01,8.127288292409625470e+00,1.967348725024960387e+01,1.020419106826285471e+01
5.592197841156038685e+00,1.027647931372155821e+00,2.442867474512708803e+00,2.074665183321664941e+00,2.558008508459910235e-01,8.110470221112556999e+00,1.968335630160903804e+01,1.018530020112185319e+01
5.613707109248729843e+00,1.029359107294523401e+00,2.458633453507198752e+00,2.077536827870765546e+00,2.566867192100603656e-01,8.093666997125033902e+00,1.969321308502295409e+01,1.016642241486298381e+01
5.635299108429809856e+00,1.031074920651674720e+00,2.474484140901240359e+00,2.080407483764284748e+00,2.575756711653759412e-01,8.076878823033576182e+00,1.970305749675531715e+01,1.014755792240374177e+01
5.656974156907827123e+00,1.032795369920194606e+00,2.490419905869665662e+00,2.083277125519080730e+00,2.584677113970626494e-01,8.060105899721895284e+00,1.971288943432907814e+01,1.012870693498566688e+01
5.678732574115255893e+00,1.034520453551368790e+00,2.506441118839733306e+00,2.086145727637761293e+00,2.593628445584003073e-01,8.043348426370405591e+00,1.972270879652339914e+01,1.010986966217359573e+01
5.700574680713203612e+00,1.036250169971342450e+00,2.522548151493570145e+00,2.089013264609816733e+00,2.602610752707330555e-01,8.026606600455902907e+00,1.973251548337058381e+01,1.009104631185507550e+01
5.722500798596136029e+00,1.037984517581275856e+00,2.538741376770639491e+00,2.091879710912748269e+00,2.611624081233820949e-01,8.009880617751358400e+00,1.974230939615297586e+01,1.007223709023988611e+01
5.744511250896621846e+00,1.039723494757500921e+00,2.555021168870194259e+00,2.094745041013213793e+00,2.620668476735590890e-01,7.993170672325984327e+00,1.975209043739980430e+01,1.005344220185984305e+01
5.766606361990094243e+00,1.041467099851675293e+00,2.571387903253766538e+00,2.097609229368163852e+00,2.629743984462840634e-01,7.976476956545364594e+00,1.976185851088380119e+01,1.003466184956865348e+01
5.788786457499624838e+00,1.043215331190936235e+00,2.587841956647637609e+00,2.100472250425993614e+00,2.638850649343044141e-01,7.959799661071827792e+00,1.977161352161791186e+01,1.001589623454203171e+01
5.811051864300747383e+00,1.044968187078051391e+00,2.604383707045363039e+00,2.103334078627692172e+00,2.647988515980184143e-01,7.943138974864921487e+00,1.978135537585174575e+01,9.997145556277889256e+00
5.833402910526239715e+00,1.046725665791569337e+00,2.621013533710242704e+00,2.106194688407998505e+00,2.657157628653985526e-01,7.926495085182117428e+00,1.979108398106798816e+01,9.978410012596778955e+00
5.855839925570982096e+00,1.048487765585970566e+00,2.637731817177868088e+00,2.109054054196557004e+00,2.666358031319198130e-01,7.909868177579620685e+00,1.980079924597874452e+01,9.959689799642426067e+00
5.878363240096806663e+00,1.050254484691812040e+00,2.654538939258637598e+00,2.111912150419084533e+00,2.675589767604901748e-01,7.893258435913355520e+00,1.981050108052178871e+01,9.940985111882442382e+00
5.900973186037368201e+00,1.052025821315875742e+00,2.671435283040301201e+00,2.114768951498533500e+00,2.684852880813827780e-01,7.876666042340125351e+00,1.982018939585666573e+01,9.922296142109219730e+00
5.923670096603039781e+00,1.053801773641315664e+00,2.688421232890514823e+00,2.117624431856262479e+00,2.694147413921722523e-01,7.860091177318885514e+00,1.982986410436075886e+01,9.903623081440908749e+00
5.946454306285820834e+00,1.055582339827797700e+00,2.705497174459408072e+00,2.120478565913206381e+00,2.703473409576721553e-01,7.843534019612222963e+00,1.983952511962534260e+01,9.884966119322646350e+00
5.969326150864266545e+00,1.057367518011643082e+00,2.722663494682152852e+00,2.123331328091056847e+00,2.712830910098766313e-01,7.826994746287937232e+00,1.984917235645133005e+01,9.866325443527843575e+00
5.992285967408437664e+00,1.059157306305973156e+00,2.739920581781563058e+00,2.126182692813437303e+00,2.722219957479037333e-01,7.810473532720804357e+00,1.985880573084518730e+01,9.847701240159679514e+00
6.015334094284867206e+00,1.060951702800842167e+00,2.757268825270695167e+00,2.129032634507086019e+00,2.731640593379419668e-01,7.793970552594462475e+00,1.986842516001462755e+01,9.829093693652703578e+00
6.038470871161547571e+00,1.062750705563383136e+00,2.774708615955466584e+00,2.131881127603040493e+00,2.741092859131994408e-01,7.777485977903465297e+00,1.987803056236424126e+01,9.810502986774615408e+00
6.061696639012928323e+00,1.064554312637937095e+00,2.792240345937279322e+00,2.134728146537824500e+00,2.750576795738559066e-01,7.761019978955459919e+00,1.988762185749103750e+01,9.791929300628160249e+00
6.085011740124969926e+00,1.066362522046193639e+00,2.809864408615687204e+00,2.137573665754641361e+00,2.760092443870184598e-01,7.744572724373496087e+00,1.989719896617998529e+01,9.773372814653157548e+00
6.108416518100147741e+00,1.068175331787324378e+00,2.827581198691031084e+00,2.140417659704558329e+00,2.769639843866770201e-01,7.728144381098528193e+00,1.990676181039941284e+01,9.754833706628721401e+00
6.131911317862539512e+00,1.069992739838109497e+00,2.845391112167119374e+00,2.143260102847710069e+00,2.779219035736664734e-01,7.711735114391994550e+00,1.991631031329632862e+01,9.736312152675560938e+00
6.155496485662905748e+00,1.071814744153078092e+00,2.863294546353932546e+00,2.146100969654486601e+00,2.788830059156295338e-01,7.695345087838540543e+00,1.992584439919165717e+01,9.717808327258417478e+00
6.179172369083792304e+00,1.073641342664627851e+00,2.881291899870309869e+00,2.148940234606741218e+00,2.798472953469826052e-01,7.678974463348914981e+00,1.993536399357546429e+01,9.699322403188675779e+00
6.202939317044648959e+00,1.075472533283160059e+00,2.899383572646684115e+00,2.151777872198982422e+00,2.808147757688846391e-01,7.662623401162949932e+00,1.994486902310213949e+01,9.680854551627065874e+00
6.226797679806977293e+00,1.077308313897203718e+00,2.917569965927815367e+00,2.154613856939580963e+00,2.817854510492094899e-01,7.646292059852693335e+00,1.995435941558533699e+01,9.662404942086505244e+00
6.250747808979487452e+00,1.079148682373537893e+00,2.935851482275541713e+00,2.157448163351972870e+00,2.827593250225197696e-01,7.629980596325681041e+00,1.996383509999305161e+01,9.643973742435091978e+00
6.274790057523281561e+00,1.080993636557318283e+00,2.954228525571553909e+00,2.160280765975863826e+00,2.837364014900451425e-01,7.613689165828295913e+00,1.997329600644247805e+01,9.625561118899165436e+00
6.298924779757057557e+00,1.082843174272198672e+00,2.972701501020179826e+00,2.163111639368438865e+00,2.847166842196621750e-01,7.597417921949292996e+00,1.998274206619491622e+01,9.607167236066565863e+00
6.323152331362328127e+00,1.084697293320447065e+00,2.991270815151199081e+00,2.165940758105564523e+00,2.857001769458782925e-01,7.581167016623409971e+00,1.999217321165055949e+01,9.588792256889934862e+00
6.347473069388657407e+00,1.086555991483070471e+00,3.009936875822654123e+00,2.168768096783001642e+00,2.866868833698174579e-01,7.564936600135125033e+00,2.000158937634322243e+01,9.570436342690200604e+00
6.371887352258949200e+00,1.088419266519927930e+00,3.028700092223711948e+00,2.171593630017618626e+00,2.876768071592104570e-01,7.548726821122507147e+00,2.001099049493497617e+01,9.552099653160134096e+00
6.396395539774688999e+00,1.090287116169846193e+00,3.047560874877499160e+00,2.174417332448594919e+00,2.886699519483854059e-01,7.532537826581214624e+00,2.002037650321082651e+01,9.533782346368061766e+00
6.420997993121273062e+00,1.092159538150736520e+00,3.066519635644002761e+00,2.177239178738635150e+00,2.896663213382644764e-01,7.516369761868567423e+00,2.002974733807321783e+01,9.515484578761645551e+00
6.445695074873324160e+00,1.094036530159700815e+00,3.085576787722958514e+00,2.180059143575182823e+00,2.906659188963604534e-01,7.500222770707776654e+00,2.003910293753661875e+01,9.497206505171824631e+00
6.470487149000038407e+00,1.095918089873149093e+00,3.104732745656775705e+00,2.182877201671631351e+00,2.916687481567792339e-01,7.484096995192230928e+00,2.004844324072185557e+01,9.478948278816810458e+00
6.495374580870543646e+00,1.097804214946905166e+00,3.123987925333474358e+00,2.185693327768534644e+00,2.926748126202227684e-01,7.467992575789938137e+00,2.005776818785057358e+01,9.460710051306243429e+00
6.520357737259287134e+00,1.099694903016314118e+00,3.143342743989635757e+00,2.188507496634825689e+00,2.936841157539961111e-01,7.451909651348062269e+00,2.006707772023957759e+01,9.442491972645425946e+00
6.545436986351441888e+00,1.101590151696349995e+00,3.162797620213407157e+00,2.191319683069017366e+00,2.946966609920179669e-01,7.435848359097528615e+00,2.007637178029511205e+01,9.424294191239649621e+00
6.570612697748331676e+00,1.103489958581714392e+00,3.182352973947472741e+00,2.194129861900429468e+00,2.957124517348332371e-01,7.419808834657785290e+00,2.008565031150708791e+01,9.406116853898659258e+00
6.595885242472874666e+00,1.105394321246948364e+00,3.202009226492098293e+00,2.196938007990388186e+00,2.967314913496285067e-01,7.403791212041636705e+00,2.009491325844328458e+01,9.387960105841189673e+00
6.621254992975058151e+00,1.107303237246522798e+00,3.221766800508166995e+00,2.199744096233445578e+00,2.977537831702519178e-01,7.387795623660168509e+00,2.010416056674354479e+01,9.369824090699609087e+00
6.646722323137413291e+00,1.109216704114946550e+00,3.241626120020244528e+00,2.202548101558584381e+00,2.987793304972337083e-01,7.371822200327800445e+00,2.011339218311378474e+01,9.351708950524670882e+00
6.672287608280559112e+00,1.111134719366858148e+00,3.261587610419690364e+00,2.205349998930434374e+00,2.998081365978133017e-01,7.355871071267382710e+00,2.012260805532012498e+01,9.333614825790309766e+00
6.697951225168687905e+00,1.113057280497124601e+00,3.281651698467731748e+00,2.208149763350478079e+00,3.008402047059651196e-01,7.339942364115451312e+00,2.013180813218286502e+01,9.315541855398622673e+00
6.723713552015146533e+00,1.114984384980932886e+00,3.301818812298636274e+00,2.210947369858255129e+00,3.018755380224302232e-01,7.324036204927526050e+00,2.014099236357049350e+01,9.297490176684858554e+00
6.749574968488005311e+00,1.116916030273886085e+00,3.322089381422849819e+00,2.213742793532577746e+00,3.029141397147508408e-01,7.308152718183515084e+00,2.015016070039358098e+01,9.279459925422532507e+00
6.775535855715649092e+00,1.118852213812088436e+00,3.342463836730188653e+00,2.216536009492730219e+00,3.039560129173068392e-01,7.292292026793208315e+00,2.015931309459866227e+01,9.261451235828623396e+00
6.801596596292399433e+00,1.120792933012242587e+00,3.362942610493051099e+00,2.219326992899674167e+00,3.050011607313559137e-01,7.276454252101849818e+00,2.016844949916213281e+01,9.243464240568851409e+00
6.827757574284148312e+00,1.122738185271729527e+00,3.383526136369643389e+00,2.222115718957252462e+00,3.060495862250763865e-01,7.260639513895811525e+00,2.017756986808410247e+01,9.225499070763065745e+00
6.854019175234021155e+00,1.124687967968696967e+00,3.404214849407241950e+00,2.224902162913389603e+00,3.071012924336137817e-01,7.244847930408329084e+00,2.018667415638199714e+01,9.207555855990671390e+00
6.880381786168057623e+00,1.126642278462144819e+00,3.425009186045481435e+00,2.227686300061288094e+00,3.081562823591293410e-01,7.229079618325332746e+00,2.019576232008455463e+01,9.189634724296173118e+00
6.906845795600915494e+00,1.128601114092004476e+00,3.445909584119657865e+00,2.230468105740628815e+00,3.092145589708529818e-01,7.213334692791345759e+00,2.020483431622532322e+01,9.171735802194774578e+00
6.933411593541595863e+00,1.130564472179221847e+00,3.466916482864069060e+00,2.233247555338763402e+00,3.102761252051373653e-01,7.197613267415480465e+00,2.021389010283651189e+01,9.153859214678087497e+00
6.960079571499183437e+00,1.132532350025831525e+00,3.488030322915370185e+00,2.236024624291906626e+00,3.113409839655165712e-01,7.181915454277500110e+00,2.022292963894248174e+01,9.136005085219887079e+00
6.986850122488648118e+00,1.134504744915042274e+00,3.509251546315993231e+00,2.238799288086327444e+00,3.124091381227686037e-01,7.166241363933912645e+00,2.023195288455350749e+01,9.118173535781910033e+00
7.013723641036588852e+00,1.136481654111303641e+00,3.530580596517518543e+00,2.241571522259535154e+00,3.134805905149771199e-01,7.150591105424244809e+00,2.024095980065926526e+01,9.100364686819848004e+00
7.040700523187080506e+00,1.138463074860383895e+00,3.552017918384152928e+00,2.244341302401463789e+00,3.145553439476003188e-01,7.134964786277271820e+00,2.024995034922248038e+01,9.082578657289259283e+00
7.067781166507502988e+00,1.140449004389438858e+00,3.573563958196197099e+00,2.247108604155652944e+00,3.156334011935414408e-01,7.119362512517365182e+00,2.025892449317237620e+01,9.064815564651642177e+00
7.094965970094397889e+00,1.142439439907085852e+00,3.595219163653543326e+00,2.249873403220427281e+00,3.167147649932208764e-01,7.103784388670936423e+00,2.026788219639826849e+01,9.047075524880563435e+00
7.122255334579352670e+00,1.144434378603470304e+00,3.616983983879210385e+00,2.252635675350071143e+00,3.177994380546536601e-01,7.088230517772890593e+00,2.027682342374299651e+01,9.029358652467829316e+00
7.149649662134902606e+00,1.146433817650326592e+00,3.638858869422896269e+00,2.255395396356003168e+00,3.188874230535277965e-01,7.072701001373191687e+00,2.028574814099641088e+01,9.011665060429747243e+00
7.177149356480460263e+00,1.148437754201054872e+00,3.660844272264589527e+00,2.258152542107935368e+00,3.199787226332878598e-01,7.057195939543439600e+00,2.029465631488881883e+01,8.993994860313415884e+00
7.204754822888263632e+00,1.150446185390770149e+00,3.682940645818157499e+00,2.260907088535053067e+00,3.210733394052188161e-01,7.041715430883588311e+00,2.030354791308438678e+01,8.976348162203132475e+00
7.232466468189350017e+00,1.152459108336374660e+00,3.705148444935027818e+00,2.263659011627161100e+00,3.221712759485357291e-01,7.026259572528627650e+00,2.031242290417455365e+01,8.958725074726794801e+00
7.260284700779548572e+00,1.154476520136608952e+00,3.727468125907848595e+00,2.266408287435849989e+00,3.232725348104737995e-01,7.010828460155409836e+00,2.032128125767142990e+01,8.941125705062422213e+00
7.288209930625495048e+00,1.156498417872114493e+00,3.749900146474208107e+00,2.269154892075643470e+00,3.243771185063836215e-01,6.995422187989464469e+00,2.033012294400109354e+01,8.923550158944674848e+00
7.316242569270703378e+00,1.158524798605487405e+00,3.772444965820392682e+00,2.271898801725155348e+00,3.254850295198289944e-01,6.980040848811905896e+00,2.033894793449702476e+01,8.905998540671470565e+00
7.344383029841581312e+00,1.160555659381333093e+00,3.795103044585135699e+00,2.274639992628222807e+00,3.265962703026853986e-01,6.964684533966399194e+00,2.034775620139337704e+01,8.888470953110649830e+00
7.372631727053556183e+00,1.162590997226317313e+00,3.817874844863445638e+00,2.277378441095055273e+00,3.277108432752445788e-01,6.949353333366156349e+00,2.035654771781830519e+01,8.870967497706681471e+00
7.400989077217172252e+00,1.164630809149217239e+00,3.840760830210441235e+00,2.280114123503365509e+00,3.288287508263204040e-01,6.934047335500988396e+00,2.036532245778729333e+01,8.853488274487418153e+00
7.429455498244228018e+00,1.166675092140970094e+00,3.863761465645222160e+00,2.282847016299502929e+00,3.299499953133576136e-01,6.918766627444423278e+00,2.037408039619640832e+01,8.836033382070914044e+00
7.458031409653940180e+00,1.168723843174718446e+00,3.886877217654784111e+00,2.285577095999578034e+00,3.310745790625449492e-01,6.903511294860842362e+00,2.038282150881553889e+01,8.818602917672272667e+00
7.486717232579116477e+00,1.170777059205857729e+00,3.910108554197950781e+00,2.288304339190582848e+00,3.322025043689284529e-01,6.888281422012700439e+00,2.039154577228179477e+01,8.801196977110572917e+00
7.515513389772372932e+00,1.172834737172077979e+00,3.933455944709359109e+00,2.291028722531506912e+00,3.333337734965315380e-01,6.873077091767736846e+00,2.040025316409259304e+01,8.783815654815779084e+00
7.544420305612354660e+00,1.174896873993403368e+00,3.956919860103459641e+00,2.293750222754447510e+00,3.344683886784737270e-01,6.857898385606307379e+00,2.040894366259903236e+01,8.766459043835787668e+00
7.573438406109995746e+00,1.176963466572232608e+00,3.980500772778559515e+00,2.296468816665718116e+00,3.356063521170956632e-01,6.842745383628681566e+00,2.041761724699902558e+01,8.749127235843415562e+00
7.602568118914796891e+00,1.179034511793380480e+00,4.004199156620914302e+00,2.299184481146941295e+00,3.367476659840851760e-01,6.827618164562428760e+00,2.042627389733063481e+01,8.731820321143517916e+00
7.631809873321118154e+00,1.181110006524106470e+00,4.028015487008826057e+00,2.301897193156146049e+00,3.378923324206068446e-01,6.812516805769816663e+00,2.043491359446521471e+01,8.714538388680063363e+00
7.661164100274536537e+00,1.183189947614156967e+00,4.051950240816821314e+00,2.304606929728857612e+00,3.390403535374351129e-01,6.797441383255266700e+00,2.044353632010066590e+01,8.697281526043324718e+00
7.690631232378153825e+00,1.185274331895788347e+00,4.076003896419799766e+00,2.307313667979177030e+00,3.401917314150881833e-01,6.782391971672838693e+00,2.045214205675457464e+01,8.680049819477043016e+00
7.720211703898998579e+00,1.187363156183804724e+00,4.100176933697286863e+00,2.310017385100855858e+00,3.413464681039666826e-01,6.767368644333752847e+00,2.046073078775755505e+01,8.662843353885683939e+00
7.749905950774421903e+00,1.189456417275583711e+00,4.124469834037682858e+00,2.312718058368369523e+00,3.425045656244946612e-01,6.752371473213940156e+00,2.046930249724633555e+01,8.645662212841678240e+00
7.779714410618519871e+00,1.191554111951100392e+00,4.148883080342562479e+00,2.315415665137978696e+00,3.436660259672628670e-01,6.737400528961630997e+00,2.047785717015699092e+01,8.628506478592724349e+00
7.809637522728583470e+00,1.193656236972958196e+00,4.173417157031015456e+00,2.318110182848784007e+00,3.448308510931760718e-01,6.722455880904960601e+00,2.048639479221813531e+01,8.611376232069103409e+00
7.839675728091572537e+00,1.195762789086405764e+00,4.198072550044011919e+00,2.320801589023780309e+00,3.459990429336010087e-01,6.707537597059637591e+00,2.049491534994417918e+01,8.594271552891060040e+00
7.869829469390616339e+00,1.197873765019362269e+00,4.222849746848811314e+00,2.323489861270902512e+00,3.471706033905191391e-01,6.692645744136624053e+00,2.050341883062843706e+01,8.577192519376181323e+00
7.900099191011532795e+00,1.199989161482435840e+00,4.247749236443433496e+00,2.326174977284049650e+00,3.483455343366818613e-01,6.677780387549801411e+00,2.051190522233640934e+01,8.560139208546790002e+00
7.930485339049384130e+00,1.202108975168937999e+00,4.272771509361113829e+00,2.328856914844135151e+00,3.495238376157666638e-01,6.662941591423755305e+00,2.052037451389890776e+01,8.543111696137419386e+00
7.960988361315046724e+00,1.204233202754904308e+00,4.297917057674869312e+00,2.331535651820088706e+00,3.507055150425388290e-01,6.648129418601486762e+00,2.052882669490529821e+01,8.526110056602252740e+00
7.991608707341802287e+00,1.206361840899104587e+00,4.323186375002030957e+00,2.334211166169885665e+00,3.518905684030128600e-01,6.633343930652222831e+00,2.053726175569676826e+01,8.509134363122640821e+00
8.022346828391999196e+00,1.208494886243055122e+00,4.348579956508887179e+00,2.336883435941556009e+00,3.530789994546197907e-01,6.618585187879203247e+00,2.054567968735937455e+01,8.492184687614592775e+00
8.053203177463648998e+00,1.210632335411031102e+00,4.374098298915304106e+00,2.339552439274172446e+00,3.542708099263737198e-01,6.603853249327512387e+00,2.055408048171742408e+01,8.475261100736330988e+00
8.084178209297137485e+00,1.212774185010072170e+00,4.399741900499422265e+00,2.342218154398857610e+00,3.554660015190435063e-01,6.589148172791926328e+00,2.056246413132661388e+01,8.458363671895845926e+00
8.115272380381920669e+00,1.214920431629990194e+00,4.425511261102395011e+00,2.344880559639762829e+00,3.566645759053264086e-01,6.574470014824772335e+00,2.057083062946723473e+01,8.441492469258472298e+00
8.146486148963250074e+00,1.217071071843374153e+00,4.451406882133158049e+00,2.347539633415046012e+00,3.578665347300241661e-01,6.559818830743808782e+00,2.057917997013750622e+01,8.424647559754482984e+00
8.177819975048921108e+00,1.219226102205592799e+00,4.477429266573230038e+00,2.350195354237845535e+00,3.590718796102209120e-01,6.545194674640145927e+00,2.058751214804668805e+01,8.407829009086718486e+00
8.209274320416060533e+00,1.221385519254792662e+00,4.503578918981578916e+00,2.352847700717240809e+00,3.602806121354656943e-01,6.530597599386138263e+00,2.059582715860839386e+01,8.391036881738205722e+00
8.240849648617926348e+00,1.223549319511903377e+00,4.529856345499518433e+00,2.355496651559203958e+00,3.614927338679551627e-01,6.516027656643331945e+00,2.060412499793387653e+01,8.374271240979810571e+00
8.272546424990746772e+00,1.225717499480627914e+00,4.556262053855651750e+00,2.358142185567547511e+00,3.627082463427211412e-01,6.501484896870392660e+00,2.061240566282525322e+01,8.357532148877893974e+00
8.304365116660562762e+00,1.227890055647443912e+00,4.582796553370836357e+00,2.360784281644863203e+00,3.639271510678179222e-01,6.486969369331089474e+00,2.062066915076877649e+01,8.340819666302003554e+00
8.336306192550130945e+00,1.230066984481592574e+00,4.609460354963234252e+00,2.363422918793448346e+00,3.651494495245151128e-01,6.472481122102238693e+00,2.062891545992814812e+01,8.324133852932540378e+00
8.368370123385814097e+00,1.232248282435072007e+00,4.636253971153355913e+00,2.366058076116229092e+00,3.663751431674900916e-01,6.458020202081707239e+00,2.063714458913778671e+01,8.307474767268478999e+00
8.400557381704549798e+00,1.234433945942629229e+00,4.663177916069209061e+00,2.368689732817670368e+00,3.676042334250257948e-01,6.443586654996380503e+00,2.064535653789621605e+01,8.290842466635059083e+00
8.432868441860778219e+00,1.236623971421745516e+00,4.690232705451414574e+00,2.371317868204681822e+00,3.688367216992078923e-01,6.429180525410179925e+00,2.065355130635923686e+01,8.274237007191516113e+00
8.465303780033449854e+00,1.238818355272621741e+00,4.717418856658435189e+00,2.373942461687507333e+00,3.700726093661263483e-01,6.414801856732062824e+00,2.066172889533347501e+01,8.257658443938810322e+00
8.497863874233043902e+00,1.241017093878167277e+00,4.744736888671810426e+00,2.376563492780616738e+00,3.713118977760789807e-01,6.400450691224045308e+00,2.066988930626948218e+01,8.241106830727368049e+00
8.530549204308615074e+00,1.243220183603975348e+00,4.772187322101459905e+00,2.379180941103577585e+00,3.725545882537772413e-01,6.386127070009197659e+00,2.067803254125536938e+01,8.224582220264796462e+00
8.563360251954854618e+00,1.245427620798311930e+00,4.799770679191004419e+00,2.381794786381925100e+00,3.738006820985541601e-01,6.371831033079695672e+00,2.068615860300994669e+01,8.208084664123660446e+00
