# q,training_error,generalization_error,m,sigma,m_hat,q_hat,sigma_hat
1.801988094417716013e+00,7.392390461668928436e-01,2.520625604434076905e-01,1.274962766987154161e+00,9.899827194847996004e-02,1.287863658519880161e+01,1.800471355461591472e+01,1.555264833170646099e+01
1.808919080431375503e+00,7.396963842807118272e-01,2.543142804731297613e-01,1.277302399979122871e+00,9.925035304575575978e-02,1.286949981316710456e+01,1.801078844463636841e+01,1.554219346096280319e+01
1.815876725093485522e+00,7.401572392907859177e-01,2.565859796886544864e-01,1.279645372702415518e+00,9.950350255040824043e-02,1.286030481242758405e+01,1.801690735826206335e+01,1.553167722737970990e+01
1.822861130941192398e+00,7.406216217660654966e-01,2.588777653286260527e-01,1.281991682806283173e+00,9.975772599132670670e-02,1.285105158589665741e+01,1.802307025579379740e+01,1.552109963186870800e+01
1.829872400906036090e+00,7.410895422559035106e-01,2.611897451464393338e-01,1.284341327879798378e+00,1.000130289174857995e-01,1.284174013907152556e+01,1.802927709527529032e+01,1.551046067795524408e+01
1.836910638315456534e+00,7.415610112896815487e-01,2.635220274124887574e-01,1.286694305451483888e+00,1.002694168978958966e-01,1.283237048004100345e+01,1.803552783248992952e+01,1.549976037178972810e+01
1.843975946894323981e+00,7.420360393764363627e-01,2.658747209164371572e-01,1.289050612988943412e+00,1.005268955215528753e-01,1.282294261949601477e+01,1.804182242095767208e+01,1.548899872215817908e+01
1.851068430766465545e+00,7.425146370044849453e-01,2.682479349694795179e-01,1.291410247898493013e+00,1.007854703973860150e-01,1.281345657073985222e+01,1.804816081193239086e+01,1.547817574049269851e+01
1.858188194456199760e+00,7.429968146410551588e-01,2.706417794066235949e-01,1.293773207524788083e+00,1.010451471542044566e-01,1.280391234969817837e+01,1.805454295439940537e+01,1.546729144088161867e+01
1.865335342889877124e+00,7.434825827319107017e-01,2.730563645889658719e-01,1.296139489150455626e+00,1.013059314406419553e-01,1.279430997492876898e+01,1.806096879507338571e+01,1.545634584007946977e+01
1.872509981397426193e+00,7.439719517009829586e-01,2.754918014059881681e-01,1.298509089995719012e+00,1.015678289251008976e-01,1.278464946763091348e+01,1.806743827839645888e+01,1.544533895751652963e+01
1.879712215713905898e+00,7.444649319499987428e-01,2.779482012778462519e-01,1.300882007218029823e+00,1.018308452956937227e-01,1.277493085165465203e+01,1.807395134653667768e+01,1.543427081530825440e+01
1.886942151981064075e+00,7.449615338581108137e-01,2.804256761576762180e-01,1.303258237911693929e+00,1.020949862601839703e-01,1.276515415350961113e+01,1.808050793938674872e+01,1.542314143826430950e+01
1.894199896748901102e+00,7.454617677815285059e-01,2.829243385338997552e-01,1.305637779107500673e+00,1.023602575459248987e-01,1.275531940237366157e+01,1.808710799456310525e+01,1.541195085389737507e+01
1.901485556977241309e+00,7.459656440531520216e-01,2.854443014325425132e-01,1.308020627772349398e+00,1.026266648997972847e-01,1.274542663010120869e+01,1.809375144740519303e+01,1.540069909243165824e+01
1.908799240037305944e+00,7.464731729822018380e-01,2.879856784195540254e-01,1.310406780808875959e+00,1.028942140881452944e-01,1.273547587123124281e+01,1.810043823097516125e+01,1.538938618681108572e+01
1.916141053713304343e+00,7.469843648538555536e-01,2.905485836031342917e-01,1.312796235055085026e+00,1.031629108967112712e-01,1.272546716299506464e+01,1.810716827605774526e+01,1.537801217270724230e+01
1.923511106204010002e+00,7.474992299288816255e-01,2.931331316360719086e-01,1.315188987283969047e+00,1.034327611305682071e-01,1.271540054532376018e+01,1.811394151116057927e+01,1.536657708852699855e+01
1.930909506124363739e+00,7.480177784432725518e-01,2.957394377180773137e-01,1.317585034203143213e+00,1.037037706140517823e-01,1.270527606085531502e+01,1.812075786251463683e+01,1.535508097541981343e+01
1.938336362507071753e+00,7.485400206078860474e-01,2.983676175981402334e-01,1.319984372454465760e+00,1.039759451906902138e-01,1.269509375494144798e+01,1.812761725407518298e+01,1.534352387728475797e+01
1.945791784804212332e+00,7.490659666080807799e-01,3.010177875768744737e-01,1.322386998613668929e+00,1.042492907231324095e-01,1.268485367565419430e+01,1.813451960752286851e+01,1.533190584077726193e+01
1.953275882888849901e+00,7.495956266033553250e-01,3.036900645088806971e-01,1.324792909189984602e+00,1.045238130930753878e-01,1.267455587379208382e+01,1.814146484226519362e+01,1.532022691531546954e+01
1.960788767056653281e+00,7.501290107269877883e-01,3.063845658051129739e-01,1.327202100625770154e+00,1.047995182011894205e-01,1.266420040288608284e+01,1.814845287543827013e+01,1.530848715308637153e+01
1.968330548027521054e+00,7.506661290856806446e-01,3.091014094352475539e-01,1.329614569296136750e+00,1.050764119670419550e-01,1.265378731920519861e+01,1.815548362190890685e+01,1.529668660905156941e+01
1.975901336947214482e+00,7.512069917591989165e-01,3.118407139300662934e-01,1.332030311508574094e+00,1.053545003290202176e-01,1.264331668176174084e+01,1.816255699427697223e+01,1.528482534095272705e+01
1.983501245388994416e+00,7.517516088000182339e-01,3.146025983838374174e-01,1.334449323502578499e+00,1.056337892442518328e-01,1.263278855231631148e+01,1.816967290287810144e+01,1.527290340931672397e+01
1.991130385355265542e+00,7.522999902329694510e-01,3.173871824567049416e-01,1.336871601449280300e+00,1.059142846885242489e-01,1.262220299538244994e+01,1.817683125578664871e+01,1.526092087746048342e+01
1.998788869279225944e+00,7.528521460548824873e-01,3.201945863770883083e-01,1.339297141451068818e+00,1.061959926562025536e-01,1.261156007823092828e+01,1.818403195881904821e+01,1.524887781149544885e+01
2.006476810026530888e+00,7.534080862342401597e-01,3.230249309440824668e-01,1.341725939541224211e+00,1.064789191601459156e-01,1.260085987089376758e+01,1.819127491553736675e+01,1.523677428033174941e+01
2.014194320896944834e+00,7.539678207108246877e-01,3.258783375298683893e-01,1.344157991683538222e+00,1.067630702316220564e-01,1.259010244616788299e+01,1.819856002725328636e+01,1.522461035568204402e+01
2.021941515626020092e+00,7.545313593953685283e-01,3.287549280821249198e-01,1.346593293771947586e+00,1.070484519202206386e-01,1.257928787961842865e+01,1.820588719303226810e+01,1.521238611206502611e+01
2.029718508386768150e+00,7.550987121692104287e-01,3.316548251264510583e-01,1.349031841630158546e+00,1.073350702937650170e-01,1.256841624958177484e+01,1.821325630969817055e+01,1.520010162680856958e+01
2.037525413791346107e+00,7.556698888839485928e-01,3.345781517687931306e-01,1.351473631011276488e+00,1.076229314382223384e-01,1.255748763716818850e+01,1.822066727183803536e+01,1.518775698005259400e+01
2.045362346892741545e+00,7.562448993610952908e-01,3.375250316978717358e-01,1.353918657597434905e+00,1.079120414576121428e-01,1.254650212626414429e+01,1.822811997180725285e+01,1.517535225475153027e+01
2.053229423186472502e+00,7.568237533917400173e-01,3.404955891876251250e-01,1.356366916999423688e+00,1.082024064739136038e-01,1.253545980353429989e+01,1.823561429973509718e+01,1.516288753667647882e+01
2.061126758612286114e+00,7.574064607362032131e-01,3.434899490996521365e-01,1.358818404756316989e+00,1.084940326269711874e-01,1.252436075842313201e+01,1.824315014353038578e+01,1.515036291441699845e+01
2.069054469555868803e+00,7.579930311237041973e-01,3.465082368856577943e-01,1.361273116335105504e+00,1.087869260743983546e-01,1.251320508315625801e+01,1.825072738888771440e+01,1.513777847938262333e+01
2.077012672850560904e+00,7.585834742520188856e-01,3.495505785899104545e-01,1.363731047130325225e+00,1.090810929914805966e-01,1.250199287274133653e+01,1.825834591929368855e+01,1.512513432580390393e+01
2.085001485779079289e+00,7.591777997871498318e-01,3.526171008517016148e-01,1.366192192463688837e+00,1.093765395710760840e-01,1.249072422496871049e+01,1.826600561603375183e+01,1.511243055073322594e+01
2.093021026075243096e+00,7.597760173629928282e-01,3.557079309078146068e-01,1.368656547583714245e+00,1.096732720235152891e-01,1.247939924041162563e+01,1.827370635819914568e+01,1.509966725404520815e+01
2.101071411925716781e+00,7.603781365810037274e-01,3.588231965949928437e-01,1.371124107665361969e+00,1.099712965764991363e-01,1.246801802242614698e+01,1.828144802269420310e+01,1.508684453843675932e+01
2.109152761971740286e+00,7.609841670098737021e-01,3.619630263524178382e-01,1.373594867809661224e+00,1.102706194749952240e-01,1.245658067715068285e+01,1.828923048424401543e+01,1.507396250942679394e+01
2.117265195310885417e+00,7.615941181851988429e-01,3.651275492241921050e-01,1.376068823043346656e+00,1.105712469811327842e-01,1.244508731350521025e+01,1.829705361540229092e+01,1.506102127535560165e+01
2.125408831498809104e+00,7.622079996091601917e-01,3.683168948618260607e-01,1.378545968318491521e+00,1.108731853740962947e-01,1.243353804319007416e+01,1.830491728655966455e+01,1.504802094738381513e+01
2.133583790551014658e+00,7.628258207501976695e-01,3.715311935267342491e-01,1.381026298512140205e+00,1.111764409500172052e-01,1.242193298068448826e+01,1.831282136595217480e+01,1.503496163949107967e+01
2.141790192944620586e+00,7.634475910426918865e-01,3.747705760927275698e-01,1.383509808425946508e+00,1.114810200218644687e-01,1.241027224324465550e+01,1.832076571967006728e+01,1.502184346847432828e+01
2.150028159620137824e+00,7.640733198866485054e-01,3.780351740485254908e-01,1.385996492785806167e+00,1.117869289193334781e-01,1.239855595090150864e+01,1.832875021166700336e+01,1.500866655394568205e+01
2.158297811983249659e+00,7.647030166473764989e-01,3.813251195002576033e-01,1.388486346241496028e+00,1.120941739887332950e-01,1.238678422645814159e+01,1.833677470376943219e+01,1.499543101833004677e+01
2.166599271906602731e+00,7.653366906551822835e-01,3.846405451739802750e-01,1.390979363366311228e+00,1.124027615928726992e-01,1.237495719548683404e+01,1.834483905568635009e+01,1.498213698686229023e+01
2.174932661731601158e+00,7.659743512050540826e-01,3.879815844181977447e-01,1.393475538656701707e+00,1.127126981109445730e-01,1.236307498632572432e+01,1.835294312501929426e+01,1.496878458758408570e+01
2.183298104270212203e+00,7.666160075563551723e-01,3.913483712063827724e-01,1.395974866531914715e+00,1.130239899384087449e-01,1.235113773007515192e+01,1.836108676727268829e+01,1.495537395134038583e+01
2.191695722806771940e+00,7.672616689325176820e-01,3.947410401395083923e-01,1.398477341333631774e+00,1.133366434868734174e-01,1.233914556059358247e+01,1.836926983586447548e+01,1.494190521177553599e+01
2.200125641099810903e+00,7.679113445207396138e-01,3.981597264485818854e-01,1.400982957325614509e+00,1.136506651839753190e-01,1.232709861449321842e+01,1.837749218213693325e+01,1.492837850532901633e+01
2.208587983383866860e+00,7.685650434716819746e-01,4.016045659971800852e-01,1.403491708693343387e+00,1.139660614732577598e-01,1.231499703113522060e+01,1.838575365536797790e+01,1.491479397123082862e+01
2.217082874371321566e+00,7.692227748991736780e-01,4.050756952840002256e-01,1.406003589543660670e+00,1.142828388140479240e-01,1.230284095262456212e+01,1.839405410278256525e+01,1.490115175149649929e+01
2.225610439254238404e+00,7.698845478799110076e-01,4.085732514454001318e-01,1.408518593904419136e+00,1.146010036813322752e-01,1.229063052380454124e+01,1.840239336956451410e+01,1.488745199092175042e+01
2.234170803706208019e+00,7.705503714531698467e-01,4.120973722579588383e-01,1.411036715724124591e+00,1.149205625656304769e-01,1.227836589225091224e+01,1.841077129886851793e+01,1.487369483707677276e+01
2.242764093884197507e+00,7.712202546205090270e-01,4.156481961410305459e-01,1.413557948871583481e+00,1.152415219728681467e-01,1.226604720826564687e+01,1.841918773183250124e+01,1.485988044030014343e+01
2.251390436430412478e+00,7.718942063454864444e-01,4.192258621593061285e-01,1.416082287135553175e+00,1.155638884242479320e-01,1.225367462487033166e+01,1.842764250759023170e+01,1.484600895369237250e+01
2.260049958474162679e+00,7.725722355533743979e-01,4.228305100253844095e-01,1.418609724224389135e+00,1.158876684561190307e-01,1.224124829779923473e+01,1.843613546328419162e+01,1.483208053310912078e+01
2.268742787633734714e+00,7.732543511308734852e-01,4.264622801023407739e-01,1.421140253765696970e+00,1.162128686198454497e-01,1.222876838549196243e+01,1.844466643407878692e+01,1.481809533715400029e+01
2.277469052018273654e+00,7.739405619258354907e-01,4.301213134063033294e-01,1.423673869305985162e+00,1.165394954816729722e-01,1.221623504908576230e+01,1.845323525317376223e+01,1.480405352717101941e+01
2.286228880229669969e+00,7.746308767469853862e-01,4.338077516090335095e-01,1.426210564310318230e+00,1.168675556225941131e-01,1.220364845240750107e+01,1.846184175181788589e+01,1.478995526723671183e+01
2.295022401364454012e+00,7.753253043636499919e-01,4.375217370405106720e-01,1.428750332161971670e+00,1.171970556382122969e-01,1.219100876196522165e+01,1.847048575932299386e+01,1.477580072415184453e+01
2.303849745015707384e+00,7.760238535054828635e-01,4.412634126915251365e-01,1.431293166162091124e+00,1.175280021386043983e-01,1.217831614693937148e+01,1.847916710307818278e+01,1.476159006743277047e+01
2.312711041274956969e+00,7.767265328621987264e-01,4.450329222162636711e-01,1.433839059529346649e+00,1.178604017481813815e-01,1.216557077917368623e+01,1.848788560856437257e+01,1.474732346930246862e+01
2.321606420734104947e+00,7.774333510833074667e-01,4.488304099349118559e-01,1.436388005399596546e+00,1.181942611055484260e-01,1.215277283316565082e+01,1.849664109936898271e+01,1.473300110468114354e+01
2.330536014487347263e+00,7.781443167778518966e-01,4.526560208362546689e-01,1.438939996825546297e+00,1.185295868633627209e-01,1.213992248605668500e+01,1.850543339720108094e+01,1.471862315117654951e+01
2.339499954133108961e+00,7.788594385141490717e-01,4.565099005802824017e-01,1.441495026776413280e+00,1.188663856881906206e-01,1.212701991762189024e+01,1.851426232190657117e+01,1.470418978907388130e+01
2.348498371775980864e+00,7.795787248195329422e-01,4.603921955007970190e-01,1.444053088137591923e+00,1.192046642603628720e-01,1.211406531025949640e+01,1.852312769148378990e+01,1.468970120132533630e+01
2.357531400028667790e+00,7.803021841801021097e-01,4.643030526080296205e-01,1.446614173710319085e+00,1.195444292738288561e-01,1.210105884897990514e+01,1.853202932209921983e+01,1.467515757353932848e+01
2.366599172013943875e+00,7.810298250404705822e-01,4.682426195912552380e-01,1.449178276211344318e+00,1.198856874360090252e-01,1.208800072139443138e+01,1.854096702810363695e+01,1.466055909396933643e+01
2.375701821366611455e+00,7.817616558035200836e-01,4.722110448214125178e-01,1.451745388272599468e+00,1.202284454676463971e-01,1.207489111770363621e+01,1.854994062204823990e+01,1.464590595350238544e+01
2.384839482235474151e+00,7.824976848301545829e-01,4.762084773537305082e-01,1.454315502440871821e+00,1.205727101026564663e-01,1.206173023068534356e+01,1.855894991470129440e+01,1.463119834564719213e+01
2.394012289285310846e+00,7.832379204390638172e-01,4.802350669303572239e-01,1.456888611177476811e+00,1.209184880879754509e-01,1.204851825568231405e+01,1.856799471506479904e+01,1.461643646652196260e+01
2.403220377698859878e+00,7.839823709064821511e-01,4.842909639829859891e-01,1.459464706857936944e+00,1.212657861834080808e-01,1.203525539058950677e+01,1.857707483039148144e+01,1.460162051484179990e+01
2.412463883178819213e+00,7.847310444659580941e-01,4.883763196355013214e-01,1.462043781771658946e+00,1.216146111614731101e-01,1.202194183584107812e+01,1.858619006620208225e+01,1.458675069190581830e+01
2.421742941949833750e+00,7.854839493081187118e-01,4.924912857066048311e-01,1.464625828121614459e+00,1.219649698072478305e-01,1.200857779439698092e+01,1.859534022630268169e+01,1.457182720158387745e+01
2.431057690760511480e+00,7.862410935804476919e-01,4.966360147124655455e-01,1.467210838024022967e+00,1.223168689182115160e-01,1.199516347172922792e+01,1.860452511280245957e+01,1.455685025030296487e+01
2.440408266885435662e+00,7.870024853870575265e-01,5.008106598693635725e-01,1.469798803508036045e+00,1.226703153040870770e-01,1.198169907580783722e+01,1.861374452613152997e+01,1.454182004703327635e+01
2.449794808127189860e+00,7.877681327884695772e-01,5.050153750963377597e-01,1.472389716515426050e+00,1.230253157866818270e-01,1.196818481708640824e+01,1.862299826505908129e+01,1.452673680327390926e+01
2.459217452818386551e+00,7.885380438013974702e-01,5.092503150178360194e-01,1.474983568900275266e+00,1.233818771997267638e-01,1.195462090848737446e+01,1.863228612671160889e+01,1.451160073303823239e+01
2.468676339823707711e+00,7.893122263985317133e-01,5.135156349663749786e-01,1.477580352428666366e+00,1.237400063887145324e-01,1.194100756538692210e+01,1.864160790659155609e+01,1.449641205283893619e+01
2.478171608541950288e+00,7.900906885083303077e-01,5.178114909851938563e-01,1.480180058778378216e+00,1.240997102107360972e-01,1.192734500559958022e+01,1.865096339859595531e+01,1.448117098167274186e+01
2.487703398908080565e+00,7.908734380148106924e-01,5.221380398309132254e-01,1.482782679538583670e+00,1.244609955343162211e-01,1.191363344936247870e+01,1.866035239503538179e+01,1.446587774100477120e+01
2.497271851395296505e+00,7.916604827573464620e-01,5.264954389762044329e-01,1.485388206209546036e+00,1.248238692392476396e-01,1.189987311931926683e+01,1.866977468665306716e+01,1.445053255475258069e+01
2.506877107017098538e+00,7.924518305304660837e-01,5.308838466124528033e-01,1.487996630202322867e+00,1.251883382164239722e-01,1.188606424050372645e+01,1.867923006264426178e+01,1.443513564926989368e+01
2.516519307329363908e+00,7.932474890836576087e-01,5.353034216524243938e-01,1.490607942838469757e+00,1.255544093676713990e-01,1.187220704032304397e+01,1.868871831067571421e+01,1.441968725333000023e+01
2.526198594432445432e+00,7.940474661211751606e-01,5.397543237329460730e-01,1.493222135349749680e+00,1.259220896055791850e-01,1.185830174854079111e+01,1.869823921690536395e+01,1.440418759810882143e+01
2.535915110973247177e+00,7.948517693018479768e-01,5.442367132175691680e-01,1.495839198877839005e+00,1.262913858533286637e-01,1.184434859725955924e+01,1.870779256600225438e+01,1.438863691716767157e+01
2.545669000147338767e+00,7.956604062388950016e-01,5.487507511992544273e-01,1.498459124474042170e+00,1.266623050445212784e-01,1.183034782090330772e+01,1.871737814116654874e+01,1.437303544643573261e+01
2.555460405701063475e+00,7.964733844997424761e-01,5.532965995030485473e-01,1.501081903099007464e+00,1.270348541230056361e-01,1.181629965619936229e+01,1.872699572414981972e+01,1.435738342419212543e+01
2.565289471933655641e+00,7.972907116058447485e-01,5.578744206887660262e-01,1.503707525622444807e+00,1.274090400427025926e-01,1.180220434216017900e+01,1.873664509527538868e+01,1.434168109104780875e+01
2.575156343699367856e+00,7.981123950325074157e-01,5.624843780536736837e-01,1.506335982822847086e+00,1.277848697674301426e-01,1.178806212006472087e+01,1.874632603345893855e+01,1.432592868992704638e+01
2.585061166409605704e+00,7.989384422087180138e-01,5.671266356351774007e-01,1.508967265387214152e+00,1.281623502707261997e-01,1.177387323343960546e+01,1.875603831622922968e+01,1.431012646604866667e+01
2.595004086035069601e+00,7.997688605169760434e-01,5.718013582135084150e-01,1.511601363910780593e+00,1.285414885356708226e-01,1.175963792803990238e+01,1.876578171974901110e+01,1.429427466690696136e+01
2.604985249107909073e+00,8.006036572931283235e-01,5.765087113144162778e-01,1.514238268896746398e+00,1.289222915547072190e-01,1.174535645182967158e+01,1.877555601883601000e+01,1.427837354225231792e+01
2.615004802723877919e+00,8.014428398262086750e-01,5.812488612118626996e-01,1.516877970756007610e+00,1.293047663294610850e-01,1.173102905496221382e+01,1.878536098698418044e+01,1.426242334407157131e+01
2.625062894544505365e+00,8.022864153582804914e-01,5.860219749307109538e-01,1.519520459806897206e+00,1.296889198705596935e-01,1.171665598975999423e+01,1.879519639638501616e+01,1.424642432656804125e+01
2.635159672799268993e+00,8.031343910842826395e-01,5.908282202494272717e-01,1.522165726274920861e+00,1.300747591974487916e-01,1.170223751069435814e+01,1.880506201794903021e+01,1.423037674614132619e+01
2.645295286287788095e+00,8.039867741518800237e-01,5.956677657027755757e-01,1.524813760292506259e+00,1.304622913382095239e-01,1.168777387436488979e+01,1.881495762132735550e+01,1.421428086136675262e+01
2.655469884382002377e+00,8.048435716613173696e-01,6.005407805845215385e-01,1.527464551898740419e+00,1.308515233293731372e-01,1.167326533947855083e+01,1.882488297493352292e+01,1.419813693297462187e+01
2.665683617028383967e+00,8.057047906652753388e-01,6.054474349501277608e-01,1.530118091039128103e+00,1.312424622157354892e-01,1.165871216682852207e+01,1.883483784596528565e+01,1.418194522382914435e+01
2.675936634750143650e+00,8.065704381687346380e-01,6.103878996194627149e-01,1.532774367565340468e+00,1.316351150501698375e-01,1.164411461927280911e+01,1.884482200042668154e+01,1.416570599890711257e+01
2.686229088649449093e+00,8.074405211288363526e-01,6.153623461794994753e-01,1.535433371234974809e+00,1.320294888934390454e-01,1.162947296171253520e+01,1.885483520315009187e+01,1.414941952527631308e+01
2.696561130409653284e+00,8.083150464547552705e-01,6.203709469870282156e-01,1.538095091711312534e+00,1.324255908140061777e-01,1.161478746107005300e+01,1.886487721781848492e+01,1.413308607207370038e+01
2.706932912297527416e+00,8.091940210075683204e-01,6.254138751713580469e-01,1.540759518563084685e+00,1.328234278878447916e-01,1.160005838626670460e+01,1.887494780698778030e+01,1.411670591048325107e+01
2.717344587165507530e+00,8.100774516001340020e-01,6.304913046370259622e-01,1.543426641264240784e+00,1.332230071982474229e-01,1.158528600820042698e+01,1.888504673210927010e+01,1.410027931371365817e+01
2.727796308453945606e+00,8.109653449969693728e-01,6.356034100665111097e-01,1.546096449193717248e+00,1.336243358356334343e-01,1.157047059972306258e+01,1.889517375355218576e+01,1.408380655697571093e+01
2.738288230193370421e+00,8.118577079141336972e-01,6.407503669229357435e-01,1.548768931635217339e+00,1.340274208973558645e-01,1.155561243561743368e+01,1.890532863062626845e+01,1.406728791745945983e+01
2.748820507006759062e+00,8.127545470191177568e-01,6.459323514527888221e-01,1.551444077776985120e+00,1.344322694875072222e-01,1.154071179257418223e+01,1.891551112160464854e+01,1.405072367431112745e+01
2.759393294111812001e+00,8.136558689307338277e-01,6.511495406886282922e-01,1.554121876711591854e+00,1.348388887167239480e-01,1.152576894916841432e+01,1.892572098374651191e+01,1.403411410860983999e+01
2.770006747323252139e+00,8.145616802190096539e-01,6.564021124518006900e-01,1.556802317435725724e+00,1.352472857019908214e-01,1.151078418583604801e+01,1.893595797332011799e+01,1.401745950334403013e+01
2.780661023055103431e+00,8.154719874050871953e-01,6.616902453551518626e-01,1.559485388849975784e+00,1.356574675664430629e-01,1.149575778485001010e+01,1.894622184562571121e+01,1.400076014338773334e+01
2.791356278323008144e+00,8.163867969611249276e-01,6.670141188057430170e-01,1.562171079758632564e+00,1.360694414391686591e-01,1.148069003029617541e+01,1.895651235501861009e+01,1.398401631547657864e+01
2.802092670746537895e+00,8.173061153102054721e-01,6.723739130075636616e-01,1.564859378869487117e+00,1.364832144550090220e-01,1.146558120804910175e+01,1.896682925493236382e+01,1.396722830818359462e+01
2.812870358551515793e+00,8.182299488262427811e-01,6.777698089642538726e-01,1.567550274793630960e+00,1.368987937543591771e-01,1.145043160574756058e+01,1.897717229790188398e+01,1.395039641189482360e+01
2.823689500572350131e+00,8.191583038338960954e-01,6.832019884818101296e-01,1.570243756045270000e+00,1.373161864829666734e-01,1.143524151276987411e+01,1.898754123558669704e+01,1.393352091878470311e+01
2.834550256254372513e+00,8.200911866084892310e-01,6.886706341713133561e-01,1.572939811041529579e+00,1.377353997917296624e-01,1.142001122020903203e+01,1.899793581879433546e+01,1.391660212279126441e+01
2.845452785656189754e+00,8.210286033759283120e-01,6.941759294516374190e-01,1.575638428102276167e+00,1.381564408364942820e-01,1.140474102084763786e+01,1.900835579750361148e+01,1.389964031959113910e+01
2.856397249452041542e+00,8.219705603126308269e-01,6.997180585521678431e-01,1.578339595449936850e+00,1.385793167778507640e-01,1.138943120913267393e+01,1.901880092088804730e+01,1.388263580657437402e+01
2.867383808934169664e+00,8.229170635454481353e-01,7.052972065155231896e-01,1.581043301209323237e+00,1.390040347809294030e-01,1.137408208115002139e+01,1.902927093733932651e+01,1.386558888281901325e+01
2.878412626015193876e+00,8.238681191516037394e-01,7.109135592002662207e-01,1.583749533407463828e+00,1.394306020151945269e-01,1.135869393459890375e+01,1.903976559449081662e+01,1.384849984906561993e+01
2.889483863230494887e+00,8.248237331586236731e-01,7.165673032836230583e-01,1.586458279973435914e+00,1.398590256542385502e-01,1.134326706876609059e+01,1.905028463924102056e+01,1.383136900769149769e+01
2.900597683740622212e+00,8.257839115442808797e-01,7.222586262642058941e-01,1.589169528738208159e+00,1.402893128755752228e-01,1.132780178449991837e+01,1.906082781777713109e+01,1.381419666268479851e+01
2.911754251333681154e+00,8.267486602365360371e-01,7.279877164647192700e-01,1.591883267434480942e+00,1.407214708604310471e-01,1.131229838418422062e+01,1.907139487559869906e+01,1.379698311961849200e+01
2.922953730427758412e+00,8.277179851134830457e-01,7.337547630346836769e-01,1.594599483696537368e+00,1.411555067935371388e-01,1.129675717171203431e+01,1.908198555754110259e+01,1.377972868562411612e+01
2.934196286073340598e+00,8.286918920033043978e-01,7.395599559531507161e-01,1.597318165060094941e+00,1.415914278629194223e-01,1.128117845245918005e+01,1.909259960779921883e+01,1.376243366936541079e+01
2.945482083955749619e+00,8.296703866842191077e-01,7.454034860314151523e-01,1.600039298962167233e+00,1.420292412596882992e-01,1.126556253325772872e+01,1.910323676995103526e+01,1.374509838101183412e+01
2.956811290397581615e+00,8.306534748844476290e-01,7.512855449157358478e-01,1.602762872740922884e+00,1.424689541778278445e-01,1.124990972236923881e+01,1.911389678698126104e+01,1.372772313221184248e+01
2.968184072361159220e+00,8.316411622821673344e-01,7.572063250900433751e-01,1.605488873635557923e+00,1.429105738139835602e-01,1.123422032945796900e+01,1.912457940130497036e+01,1.371030823606613147e+01
2.979600597450993149e+00,8.326334545054829839e-01,7.631660198786591742e-01,1.608217288786166987e+00,1.433541073672502664e-01,1.121849466556386687e+01,1.913528435479121725e+01,1.369285400710069567e+01
2.991061033916250000e+00,8.336303571323917527e-01,7.691648234490071623e-01,1.610948105233621419e+00,1.437995620389583840e-01,1.120273304307547946e+01,1.914601138878665765e+01,1.367536076123974631e+01
3.002565550653234716e+00,8.346318756907580294e-01,7.752029308143222330e-01,1.613681309919456242e+00,1.442469450324599944e-01,1.118693577570275899e+01,1.915676024413916778e+01,1.365782881577856500e+01
3.014114317207875704e+00,8.356380156582896568e-01,7.812805378363663067e-01,1.616416889685754699e+00,1.446962635529141505e-01,1.117110317844970169e+01,1.916753066122137028e+01,1.364025848935618512e+01
3.025707503778225060e+00,8.366487824625155056e-01,7.873978412281332773e-01,1.619154831275045892e+00,1.451475248070713264e-01,1.115523556758691548e+01,1.917832237995433786e+01,1.362265010192798620e+01
3.037345281216975224e+00,8.376641814807720410e-01,7.935550385565659504e-01,1.621895121330204637e+00,1.456007360030576181e-01,1.113933326062407225e+01,1.918913513983100216e+01,1.360500397473817458e+01
3.049027821033960972e+00,8.386842180401883340e-01,7.997523282452561055e-01,1.624637746394352433e+00,1.460559043501574450e-01,1.112339657628227307e+01,1.919996867993977219e+01,1.358732043029217884e+01
3.060755295398697839e+00,8.397088974176765142e-01,8.059899095771512201e-01,1.627382692910773310e+00,1.465130370585963071e-01,1.110742583446631571e+01,1.921082273898797155e+01,1.356959979232895286e+01
3.072527877142916974e+00,8.407382248399263291e-01,8.122679826972647454e-01,1.630129947222826114e+00,1.469721413393227372e-01,1.109142135623685732e+01,1.922169705532531481e+01,1.355184238579314737e+01
3.084345739763111993e+00,8.417722054834033685e-01,8.185867486153761696e-01,1.632879495573867912e+00,1.474332244037895312e-01,1.107538346378251859e+01,1.923259136696730209e+01,1.353404853680724607e+01
3.096209057423096933e+00,8.428108444743490635e-01,8.249464092087350764e-01,1.635631324107180928e+00,1.478962934637343962e-01,1.105931248039190073e+01,1.924350541161861372e+01,1.351621857264360571e+01
3.108118004956570424e+00,8.438541468887844621e-01,8.313471672247594313e-01,1.638385418865905496e+00,1.483613557309599873e-01,1.104320873042553330e+01,1.925443892669641244e+01,1.349835282169642880e+01
3.120072757869695401e+00,8.449021177525211090e-01,8.377892262837356441e-01,1.641141765792979879e+00,1.488284184171135005e-01,1.102707253928775266e+01,1.926539164935358883e+01,1.348045161345363852e+01
3.132073492343683707e+00,8.459547620411700386e-01,8.442727908815195192e-01,1.643900350731082094e+00,1.492974887334652945e-01,1.101090423339852897e+01,1.927636331650199963e+01,1.346251527846874119e+01
