# q,gen_err_mean,gen_err_std,train_err_mean,train_err_std,iters_nb_mean,iters_nb_std
2.652948464431895914e+00,2.208291913084884150e+00,3.440029818265981087e-01,8.213322824183567628e-01,4.870573326111940493e-02,1.010000000000000000e+02,0.000000000000000000e+00
2.868316813342010274e+00,2.462831046856261530e+00,2.904367764216199688e-01,8.304716957830032831e-01,4.872049836545833817e-02,1.010000000000000000e+02,0.000000000000000000e+00
3.101168926574778606e+00,2.640820151279059225e+00,3.289839746752079019e-01,9.138814752815520581e-01,2.008498792024362434e-01,1.010000000000000000e+02,0.000000000000000000e+00
3.352924149249556507e+00,2.891390955378201788e+00,2.474678590364419450e-01,8.808441438525946854e-01,1.077589654170763439e-01,1.010000000000000000e+02,0.000000000000000000e+00
3.625117049988533235e+00,3.244605039696731641e+00,4.325793797847189981e-01,9.564172637076551187e-01,1.154721032991997687e-01,1.010000000000000000e+02,0.000000000000000000e+00
3.919406774847219221e+00,3.183943229779629736e+00,3.144455140517828928e-01,9.521520375952924331e-01,1.042405882404056489e-01,1.010000000000000000e+02,0.000000000000000000e+00
4.237587160604063818e+00,3.649645153983839485e+00,2.918663093253125451e-01,9.968792888596545998e-01,8.876631984103838802e-02,1.010000000000000000e+02,0.000000000000000000e+00
4.581597669054491284e+00,4.332179914570673418e+00,4.181047699867012080e-01,9.772473406246339200e-01,1.061691997985197977e-01,1.010000000000000000e+02,0.000000000000000000e+00
4.953535208959169545e+00,4.492125617548149208e+00,3.956326510939388585e-01,1.080332764829620817e+00,1.787855094792197286e-01,1.010000000000000000e+02,0.000000000000000000e+00
5.355666917706899177e+00,4.930144562897575966e+00,4.899507902547841076e-01,1.175964318707051426e+00,2.301394696308730614e-01,1.010000000000000000e+02,0.000000000000000000e+00
5.790443980602486107e+00,5.266753899034522846e+00,4.610744535352002127e-01,1.592820179815929160e+00,5.215033809321838465e-01,1.010000000000000000e+02,0.000000000000000000e+00
6.260516572014821257e+00,5.704256073580517672e+00,5.351394013193218058e-01,1.439592595183473600e+00,5.517087167083578603e-01,1.010000000000000000e+02,0.000000000000000000e+00
6.768750009458534223e+00,6.109935409670574913e+00,3.941651094674700206e-01,1.382706983765513264e+00,2.710076491640290852e-01,1.010000000000000000e+02,0.000000000000000000e+00
7.318242219076173782e+00,6.645272788238945516e+00,5.330614145115912805e-01,1.633676234302037233e+00,4.703411401025213157e-01,1.010000000000000000e+02,0.000000000000000000e+00
7.912342618981322850e+00,7.184031813386409837e+00,5.261833972733582776e-01,1.770585300014578589e+00,2.739077607791476354e-01,1.010000000000000000e+02,0.000000000000000000e+00
8.554672535565680747e+00,8.082161144043999101e+00,7.231249185486843256e-01,2.081927252169614384e+00,7.882494272185863737e-01,1.010000000000000000e+02,0.000000000000000000e+00
9.249147277217335983e+00,8.620466078138379729e+00,5.195899310314692210e-01,2.039926683623264125e+00,5.666861705494101731e-01,1.010000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+01,9.180165623523365070e+00,5.761363067860699738e-01,2.031270222207722576e+00,2.674847018054248293e-01,1.010000000000000000e+02,0.000000000000000000e+00
